"beta","response","rt","descriptor","speed","seed","ID","fD_c","fD_f"
"5.5",37,25085.7,"complex","1","314",10,"1","D~1.0"
"3.5",50.53,6398.39999999991,"complex","1","238",10,"1.6","D~1.6"
"5.5",62.17,6934.40000000014,"complex","0.66667","238",10,"1","D~1.0"
"4.5",58.2,8647.10000000009,"complex","2","238",10,"1.2","D~1.2"
"3.5",17.59,8182.80000000005,"complex","1","314",10,"1.6","D~1.6"
"4.5",62,15750.7,"complex","2","314",10,"1.2","D~1.2"
"2.5",22.62,7919.30000000005,"complex","2","314",10,"1.8","D~1.8"
"2.5",8.2,2607,"complex","1.5","314",10,"1.8","D~1.8"
"5.5",64,9174.90000000014,"complex","1.5","314",10,"1","D~1.0"
"4.5",61,9119.59999999986,"complex","1","238",10,"1.2","D~1.2"
"4",33.86,6230.80000000005,"complex","2","238",10,"1.4","D~1.4"
"4.5",36.38,3742.60000000009,"complex","1.5","238",10,"1.2","D~1.2"
"4",27.25,11463.9000000001,"complex","0.5","314",10,"1.4","D~1.4"
"5.5",71.03,12318.7,"complex","1.5","238",10,"1","D~1.0"
"5.5",70.24,3751.09999999986,"complex","0.66667","117",10,"1","D~1.0"
"4.5",43.39,3726.89999999991,"complex","0.66667","117",10,"1.2","D~1.2"
"4.5",40.34,6408.10000000009,"complex","0.5","314",10,"1.2","D~1.2"
"4.5",38.49,3606.69999999995,"complex","0.66667","238",10,"1.2","D~1.2"
"2.5",2.91,5006.90000000014,"complex","1.5","238",10,"1.8","D~1.8"
"3.5",25,3542.5,"complex","2","314",10,"1.6","D~1.6"
"4",33.73,2424,"complex","0.66667","117",10,"1.4","D~1.4"
"4.5",42.2,2135.09999999986,"complex","0.5","117",10,"1.2","D~1.2"
"4",34.39,2935.5,"complex","0.66667","314",10,"1.4","D~1.4"
"2.5",2.38,3230.89999999991,"complex","0.66667","117",10,"1.8","D~1.8"
"3.5",7.54,3238.80000000005,"complex","1.5","238",10,"1.6","D~1.6"
"4.5",49.21,4487.30000000005,"complex","0.5","238",10,"1.2","D~1.2"
"2.5",2.51,2926.89999999991,"complex","0.66667","238",10,"1.8","D~1.8"
"5.5",79.76,6567.40000000014,"complex","2","238",10,"1","D~1.0"
"4.5",63,4929,"complex","2","117",10,"1.2","D~1.2"
"2.5",3.31,5420.89999999991,"complex","0.5","117",10,"1.8","D~1.8"
"4",31.08,2351.10000000009,"complex","2","117",10,"1.4","D~1.4"
"5.5",83.2,4383.40000000014,"complex","2","314",10,"1","D~1.0"
"4",39.02,2702.90000000014,"complex","1.5","238",10,"1.4","D~1.4"
"3.5",17.06,3015.10000000009,"complex","0.5","117",10,"1.6","D~1.6"
"5.5",90,4990.90000000014,"complex","0.5","238",10,"1","D~1.0"
"2.5",0,2783,"complex","2","117",10,"1.8","D~1.8"
"4",29.89,3103.5,"complex","2","314",10,"1.4","D~1.4"
"2.5",1.98,3326.69999999995,"complex","0.66667","314",10,"1.8","D~1.8"
"5.5",86,3775.69999999995,"complex","0.66667","314",10,"1","D~1.0"
"2.5",0,2854.69999999995,"complex","1","238",10,"1.8","D~1.8"
"2.5",1.98,2159.5,"complex","2","238",10,"1.8","D~1.8"
"5.5",86.9,2679.10000000009,"complex","1","238",10,"1","D~1.0"
"3.5",34.39,2903.5,"complex","1","117",10,"1.6","D~1.6"
"4.5",10,4726.80000000005,"complex","1","117",10,"1.2","D~1.2"
"4.5",61.38,4135.39999999991,"complex","1.5","314",10,"1.2","D~1.2"
"5.5",91.01,3974.80000000005,"complex","1.5","117",10,"1","D~1.0"
"3.5",13.1,2919.40000000014,"complex","0.66667","238",10,"1.6","D~1.6"
"2.5",1.32,3462.80000000005,"complex","1","117",10,"1.8","D~1.8"
"5.5",90.34,5735.10000000009,"complex","2","117",10,"1","D~1.0"
"3.5",29.89,2945.29999999981,"complex","2","117",10,"1.6","D~1.6"
"4",33.86,1884.90000000014,"complex","1","314",10,"1.4","D~1.4"
"2.5",0,2839.59999999986,"complex","0.5","314",10,"1.8","D~1.8"
"4",17,4631.09999999986,"complex","0.66667","238",10,"1.4","D~1.4"
"4.5",33.2,1911,"complex","0.66667","314",10,"1.2","D~1.2"
"4",38.23,5798.89999999991,"complex","1.5","117",10,"1.4","D~1.4"
"3.5",22.88,62583.1000000001,"complex","0.66667","314",10,"1.6","D~1.6"
"5.5",87.04,2111.80000000005,"complex","0.5","117",10,"1","D~1.0"
"4.5",42.86,1670.69999999995,"complex","1","314",10,"1.2","D~1.2"
"4",25.13,2463,"complex","1.5","314",10,"1.4","D~1.4"
"4",9.92,1815.39999999991,"complex","0.5","117",10,"1.4","D~1.4"
"3.5",4.23,2815.10000000009,"complex","0.66667","117",10,"1.6","D~1.6"
"3.5",2.12,2535,"complex","1.5","314",10,"1.6","D~1.6"
"2.5",0.4,2487.19999999995,"complex","1","314",10,"1.8","D~1.8"
"4.5",32.41,1942.89999999991,"complex","1.5","117",10,"1.2","D~1.2"
"3.5",16,4767.5,"complex","0.5","238",10,"1.6","D~1.6"
"3.5",17.72,2695.80000000005,"complex","0.5","314",10,"1.6","D~1.6"
"2.5",2.91,2990.59999999986,"complex","1.5","117",10,"1.8","D~1.8"
"4",38.36,2342.69999999995,"complex","0.5","238",10,"1.4","D~1.4"
"4",43.78,2297.59999999986,"complex","1","117",10,"1.4","D~1.4"
"4",44.44,2388.60000000009,"complex","1","238",10,"1.4","D~1.4"
"3.5",33.2,2046.79999999981,"complex","1.5","117",10,"1.6","D~1.6"
"5.5",85.32,3447,"complex","1","117",10,"1","D~1.0"
"5.5",89.68,3847.60000000009,"complex","0.5","314",10,"1","D~1.0"
"3.5",41.4,1879.5,"complex","2","238",10,"1.6","D~1.6"
"2.5",3,5366.30000000005,"complex","0.5","238",10,"1.8","D~1.8"
"2.5",0,5040.10000000009,"appealing","1.5","117",10,"1.8","D~1.8"
"5.5",100,5089.89999999991,"appealing","1","117",10,"1","D~1.0"
"4.5",32,8929.80000000005,"appealing","0.66667","314",10,"1.2","D~1.2"
"4.5",42.99,5350.40000000037,"appealing","1.5","238",10,"1.2","D~1.2"
"5.5",92.59,4469.10000000009,"appealing","1.5","314",10,"1","D~1.0"
"3.5",8.73,3007.29999999981,"appealing","0.66667","314",10,"1.6","D~1.6"
"3.5",0,2647.10000000009,"appealing","0.66667","238",10,"1.6","D~1.6"
"5.5",98,3606.60000000009,"appealing","2","117",10,"1","D~1.0"
"2.5",0.53,2591.70000000019,"appealing","2","117",10,"1.8","D~1.8"
"2.5",0.93,2382.90000000037,"appealing","2","238",10,"1.8","D~1.8"
"3.5",2.25,2383.19999999972,"appealing","1.5","314",10,"1.6","D~1.6"
"5.5",78.04,6736.70000000019,"appealing","0.66667","238",10,"1","D~1.0"
"4",23.94,2989.29999999981,"appealing","0.66667","117",10,"1.4","D~1.4"
"4",14.68,2855.10000000009,"appealing","2","238",10,"1.4","D~1.4"
"2.5",0.13,2743.10000000009,"appealing","0.5","117",10,"1.8","D~1.8"
"5.5",100,6703.20000000019,"appealing","2","238",10,"1","D~1.0"
"3.5",15.61,2238,"appealing","0.5","238",10,"1.6","D~1.6"
"3.5",1.32,3081,"appealing","1.5","238",10,"1.6","D~1.6"
"5.5",86,4323.79999999981,"appealing","0.5","314",10,"1","D~1.0"
"4",33.73,3999.20000000019,"appealing","1","314",10,"1.4","D~1.4"
"4.5",14.68,2290.29999999981,"appealing","0.5","314",10,"1.2","D~1.2"
