"beta","response","rt","descriptor","speed","seed","ID","fD_c","fD_f"
"2.5",35.85,17501.400000006,"complex","2","314",21,"1.8","D~1.8"
"4.5",72.49,3238.29999998212,"complex","2","314",21,"1.2","D~1.2"
"5.5",56.35,4111,"complex","2","117",21,"1","D~1.0"
"5.5",49.87,6175,"complex","1.5","314",21,"1","D~1.0"
"4",39.29,4983.20000001788,"complex","0.5","117",21,"1.4","D~1.4"
"2.5",2,6743.19999998808,"complex","1","117",21,"1.8","D~1.8"
"4",78.7,6023.20000001788,"complex","0.66667","314",21,"1.4","D~1.4"
"4",56,4575,"complex","1.5","117",21,"1.4","D~1.4"
"4.5",61.64,10367.400000006,"complex","0.66667","238",21,"1.2","D~1.2"
"2.5",9.66,2887.5,"complex","2","117",21,"1.8","D~1.8"
"2.5",19.97,3998.69999998808,"complex","1.5","117",21,"1.8","D~1.8"
"3.5",23.68,3007.40000000596,"complex","1.5","238",21,"1.6","D~1.6"
"4.5",44.97,4934.69999998808,"complex","2","238",21,"1.2","D~1.2"
"5.5",59.13,5079.80000001192,"complex","0.5","314",21,"1","D~1.0"
"4",57.8,8623,"complex","1.5","238",21,"1.4","D~1.4"
"4.5",37,6015.09999999404,"complex","1.5","238",21,"1.2","D~1.2"
"4.5",81,11351.400000006,"complex","1.5","314",21,"1.2","D~1.2"
"2.5",12.96,2391.20000001788,"complex","1","238",21,"1.8","D~1.8"
"3.5",26.32,2158.90000000596,"complex","1","314",21,"1.6","D~1.6"
"2.5",12.83,1783.80000001192,"complex","0.5","117",21,"1.8","D~1.8"
"4",31.61,3142.70000001788,"complex","1","238",21,"1.4","D~1.4"
"4.5",40.74,3639.90000000596,"complex","1.5","117",21,"1.2","D~1.2"
"2.5",2,2102.69999998808,"complex","0.66667","238",21,"1.8","D~1.8"
"4",14.95,4479.80000001192,"complex","1.5","314",21,"1.4","D~1.4"
"2.5",2.38,2207.5,"complex","0.66667","314",21,"1.8","D~1.8"
"2.5",1,2590.70000001788,"complex","1","314",21,"1.8","D~1.8"
"3.5",7.01,2407.39999997616,"complex","1","117",21,"1.6","D~1.6"
"2.5",3.97,2270.69999998808,"complex","0.66667","117",21,"1.8","D~1.8"
"4",7.41,2679.19999998808,"complex","0.5","238",21,"1.4","D~1.4"
"5.5",78.04,5470.69999998808,"complex","1.5","117",21,"1","D~1.0"
"4.5",60,3815,"complex","1","117",21,"1.2","D~1.2"
"4",80.42,4631.19999998808,"complex","0.66667","117",21,"1.4","D~1.4"
"2.5",3.57,3623.30000001192,"complex","2","238",21,"1.8","D~1.8"
"3.5",58.47,4862.80000001192,"complex","1.5","314",21,"1.6","D~1.6"
"4.5",80.56,6342.5,"complex","0.5","314",21,"1.2","D~1.2"
"2.5",3.44,2496,"complex","1.5","238",21,"1.8","D~1.8"
"4.5",90.61,6342.70000001788,"complex","0.5","117",21,"1.2","D~1.2"
"4.5",83.73,3504.40000000596,"complex","0.66667","117",21,"1.2","D~1.2"
"3.5",89.68,4774,"complex","2","314",21,"1.6","D~1.6"
"4.5",89.15,7599.59999999404,"complex","0.5","238",21,"1.2","D~1.2"
"3.5",35,4878.69999998808,"complex","0.5","314",21,"1.6","D~1.6"
"5.5",84.26,6119.19999998808,"complex","2","314",21,"1","D~1.0"
"5.5",91.67,3727.40000000596,"complex","0.5","238",21,"1","D~1.0"
"2.5",4,2670.89999997616,"complex","0.5","314",21,"1.8","D~1.8"
"4",52,3767.5,"complex","1","117",21,"1.4","D~1.4"
"5.5",91,5767.30000001192,"complex","0.66667","314",21,"1","D~1.0"
"4.5",91.27,3023,"complex","1","314",21,"1.2","D~1.2"
"3.5",83.33,3895.5,"complex","0.5","238",21,"1.6","D~1.6"
"2.5",5.16,2310.80000001192,"complex","0.5","238",21,"1.8","D~1.8"
"3.5",31.88,2873.79999998212,"complex","0.5","117",21,"1.6","D~1.6"
"3.5",0,6356.40000000596,"complex","0.66667","117",21,"1.6","D~1.6"
"3.5",5.95,2710.39999997616,"complex","0.66667","314",21,"1.6","D~1.6"
"3.5",37.96,6719.40000000596,"complex","1.5","117",21,"1.6","D~1.6"
"2.5",3.31,2783.19999998808,"complex","1.5","314",21,"1.8","D~1.8"
"4",95,7487.19999998808,"complex","1","314",21,"1.4","D~1.4"
"3.5",86.9,3183,"complex","1","238",21,"1.6","D~1.6"
"4.5",97,4854.79999998212,"complex","2","117",21,"1.2","D~1.2"
"5.5",64.68,4887.19999998808,"complex","2","238",21,"1","D~1.0"
"5.5",10.32,4409.80000001192,"complex","1.5","238",21,"1","D~1.0"
"5.5",58.86,6788.20000001788,"complex","1","117",21,"1","D~1.0"
"4",3.57,7246.69999998808,"complex","2","238",21,"1.4","D~1.4"
"3.5",61.24,3439.30000001192,"complex","0.66667","238",21,"1.6","D~1.6"
"3.5",19.05,12726.599999994,"complex","2","238",21,"1.6","D~1.6"
"4",73.81,2903.5,"complex","0.5","314",21,"1.4","D~1.4"
"5.5",63.23,6982.90000000596,"complex","1","314",21,"1","D~1.0"
"3.5",77.25,5967.30000001192,"complex","2","117",21,"1.6","D~1.6"
