"beta","response","rt","descriptor","speed","seed","ID","fD_c","fD_f"
"4",24.6,15917.0999999046,"complex","1","314",56,"1.4","D~1.4"
"5.5",14.95,5374.19999992847,"complex","0.66667","117",56,"1","D~1.0"
"4.5",35.19,5719,"complex","0.66667","117",56,"1.2","D~1.2"
"2.5",69.05,7863,"complex","1.5","238",56,"1.8","D~1.8"
"2.5",74.87,5342.60000002384,"complex","0.5","117",56,"1.8","D~1.8"
"3.5",35,7712.20000004768,"complex","1.5","238",56,"1.6","D~1.6"
"2.5",77.25,7270.19999992847,"complex","2","117",56,"1.8","D~1.8"
"4",35.45,8150.89999997616,"complex","0.66667","117",56,"1.4","D~1.4"
"3.5",69.84,10479.2000000477,"complex","1","238",56,"1.6","D~1.6"
"4",43.65,8391.39999997616,"complex","0.66667","314",56,"1.4","D~1.4"
"5.5",43,22550.8999999762,"complex","1.5","117",56,"1","D~1.0"
"2.5",64.55,9815.39999997616,"complex","1","238",56,"1.8","D~1.8"
"3.5",39.55,10631.1000000238,"complex","1.5","314",56,"1.6","D~1.6"
"4.5",29.89,17047.1000000238,"complex","2","238",56,"1.2","D~1.2"
"2.5",80.03,11622.6999999285,"complex","2","314",56,"1.8","D~1.8"
"4",30.42,6249,"complex","1.5","238",56,"1.4","D~1.4"
"2.5",85.32,4533.80000007153,"complex","0.66667","314",56,"1.8","D~1.8"
"4",79.63,9127.60000002384,"complex","0.5","314",56,"1.4","D~1.4"
"5.5",15,17038.7999999523,"complex","2","117",56,"1","D~1.0"
"4.5",30.16,10359.1999999285,"complex","1.5","117",56,"1.2","D~1.2"
"3.5",60.32,13527.5,"complex","1","314",56,"1.6","D~1.6"
"4.5",74.74,18342.7000000477,"complex","1","238",56,"1.2","D~1.2"
"4.5",60.45,12881,"complex","0.5","314",56,"1.2","D~1.2"
"3.5",75.26,11550,"complex","0.66667","314",56,"1.6","D~1.6"
"4",79.89,6718.5,"complex","0.5","117",56,"1.4","D~1.4"
"4.5",67.99,11512.6000000238,"complex","0.5","117",56,"1.2","D~1.2"
"5.5",24.74,13110.1999999285,"complex","0.66667","314",56,"1","D~1.0"
"4",90.08,14383.5,"complex","0.66667","238",56,"1.4","D~1.4"
"4",50,16511.2000000477,"complex","2","117",56,"1.4","D~1.4"
"3.5",44.58,12263,"complex","1.5","117",56,"1.6","D~1.6"
"3.5",93,14271.1000000238,"complex","0.66667","238",56,"1.6","D~1.6"
"4",43.65,21856,"complex","1.5","117",56,"1.4","D~1.4"
"3.5",55.03,10799.1000000238,"complex","1","117",56,"1.6","D~1.6"
"4",82.67,12695.2000000477,"complex","0.5","238",56,"1.4","D~1.4"
"4",54.1,15423,"complex","1","117",56,"1.4","D~1.4"
"2.5",5.16,21359.1999999285,"complex","2","238",56,"1.8","D~1.8"
"3.5",20.37,15039,"complex","0.5","117",56,"1.6","D~1.6"
"5.5",29.5,18270.7000000477,"complex","2","314",56,"1","D~1.0"
"2.5",30.16,13558.7000000477,"complex","0.5","238",56,"1.8","D~1.8"
"4.5",30.03,23159,"complex","2","117",56,"1.2","D~1.2"
"2.5",40.08,12537.1000000238,"complex","0.66667","117",56,"1.8","D~1.8"
"5.5",50.26,12820.6000000238,"complex","0.5","117",56,"1","D~1.0"
"3.5",20.24,13134.7000000477,"complex","2","314",56,"1.6","D~1.6"
"4.5",29.5,9487.80000007153,"complex","0.66667","314",56,"1.2","D~1.2"
"4",38,12694.5,"complex","2","238",56,"1.4","D~1.4"
"2.5",40.08,12615.0999999046,"complex","1","314",56,"1.8","D~1.8"
"3.5",46.83,12150.6000000238,"complex","2","117",56,"1.6","D~1.6"
"4.5",54.89,16775,"complex","1","314",56,"1.2","D~1.2"
"4.5",43.65,21567.5,"complex","1","117",56,"1.2","D~1.2"
"4",39.68,12486.7999999523,"complex","2","314",56,"1.4","D~1.4"
"3.5",56.08,8335.30000007153,"complex","2","238",56,"1.6","D~1.6"
"4",53.31,13870.8999999762,"complex","1.5","314",56,"1.4","D~1.4"
"5.5",65.34,11766.8000000715,"complex","1","238",56,"1","D~1.0"
"2.5",48.81,11687.3999999762,"complex","0.5","314",56,"1.8","D~1.8"
"5.5",52.38,24967,"complex","2","238",56,"1","D~1.0"
"5.5",40.48,23182.7000000477,"complex","1.5","238",56,"1","D~1.0"
"4.5",55.29,15511.5,"complex","0.66667","238",56,"1.2","D~1.2"
"4.5",60.98,16903.3999999762,"complex","2","314",56,"1.2","D~1.2"
"5.5",56.08,27359.7000000477,"complex","1","117",56,"1","D~1.0"
"3.5",69.84,10430.1000000238,"complex","0.5","238",56,"1.6","D~1.6"
"5.5",56.22,13471.5,"complex","0.5","314",56,"1","D~1.0"
"4.5",59.79,21462.8999999762,"complex","1.5","314",56,"1.2","D~1.2"
"5.5",59.26,21778.4000000954,"complex","1","314",56,"1","D~1.0"
"3.5",55.29,10259.7000000477,"complex","0.5","314",56,"1.6","D~1.6"
"4.5",65.08,16855.9000000954,"complex","1.5","238",56,"1.2","D~1.2"
"4",79.76,15966.1999999285,"complex","1","238",56,"1.4","D~1.4"
"5.5",24.21,17767.3999999762,"complex","0.5","238",56,"1","D~1.0"
"5.5",42.06,13335,"complex","0.66667","238",56,"1","D~1.0"
"2.5",56,10879,"complex","0.66667","238",56,"1.8","D~1.8"
"2.5",53.17,6530.5,"complex","1.5","117",56,"1.8","D~1.8"
"4.5",46.56,13588,"complex","0.5","238",56,"1.2","D~1.2"
"5.5",27.51,18759.5,"complex","1.5","314",56,"1","D~1.0"
"3.5",64.81,9254.19999992847,"complex","0.66667","117",56,"1.6","D~1.6"
"2.5",25.4,9944.10000002384,"complex","1.5","314",56,"1.8","D~1.8"
"2.5",47.49,11885.5999999046,"complex","1","117",56,"1.8","D~1.8"
"4.5",71.3,16626.6000000238,"appealing","1","117",56,"1.2","D~1.2"
"4",69.58,8015,"appealing","1","238",56,"1.4","D~1.4"
"5.5",75.13,14393.2000000477,"appealing","2","314",56,"1","D~1.0"
"3.5",50.26,8165.89999997616,"appealing","1","314",56,"1.6","D~1.6"
"4",83.99,10221.6000000238,"appealing","1.5","314",56,"1.4","D~1.4"
"5.5",64.55,7825.79999995232,"appealing","1.5","117",56,"1","D~1.0"
"4.5",70.11,14830.8999999762,"appealing","2","314",56,"1.2","D~1.2"
"2.5",39.68,14220.1999999285,"appealing","2","314",56,"1.8","D~1.8"
"4",20.37,7967.20000004768,"appealing","0.5","117",56,"1.4","D~1.4"
"2.5",15.74,5294.29999995232,"appealing","1.5","314",56,"1.8","D~1.8"
"5.5",47.75,8664.79999995232,"appealing","0.5","238",56,"1","D~1.0"
"5.5",69,12166.3000000715,"appealing","1.5","238",56,"1","D~1.0"
"2.5",1.72,4182,"appealing","1","117",56,"1.8","D~1.8"
"4.5",61.64,14375.5999999046,"appealing","1","314",56,"1.2","D~1.2"
"4",75,9910.90000009537,"appealing","2","238",56,"1.4","D~1.4"
"4.5",30.16,5519,"appealing","0.5","314",56,"1.2","D~1.2"
"3.5",55.29,5999.10000002384,"appealing","2","314",56,"1.6","D~1.6"
"2.5",0.4,5767.30000007153,"appealing","0.66667","117",56,"1.8","D~1.8"
"2.5",0,5774.60000002384,"appealing","1","314",56,"1.8","D~1.8"
"4",54.63,11071.3000000715,"appealing","2","117",56,"1.4","D~1.4"
"4.5",80,12910.6000000238,"appealing","1.5","238",56,"1.2","D~1.2"
"5.5",61.9,6495,"appealing","2","117",56,"1","D~1.0"
"4",20.77,6033.10000002384,"appealing","1.5","117",56,"1.4","D~1.4"
"5.5",61.38,10732.7999999523,"appealing","1","314",56,"1","D~1.0"
"2.5",0.53,5703.60000002384,"appealing","0.5","314",56,"1.8","D~1.8"
"5.5",57.28,5262.30000007153,"appealing","0.5","117",56,"1","D~1.0"
"2.5",1.19,3671.70000004768,"appealing","0.5","238",56,"1.8","D~1.8"
"3.5",3.7,2647.20000004768,"appealing","0.5","117",56,"1.6","D~1.6"
"4.5",66,10286.8000000715,"appealing","1","238",56,"1.2","D~1.2"
"2.5",6.88,7830.30000007153,"appealing","1.5","238",56,"1.8","D~1.8"
"4",65.34,11390.5,"appealing","1","314",56,"1.4","D~1.4"
"3.5",34.13,5855.69999992847,"appealing","1","117",56,"1.6","D~1.6"
"3.5",60.05,13926.5,"appealing","0.66667","238",56,"1.6","D~1.6"
"5.5",54.63,11975.5,"appealing","2","238",56,"1","D~1.0"
"3.5",32.94,5662.60000002384,"appealing","0.66667","117",56,"1.6","D~1.6"
"4",27.25,3142.39999997616,"appealing","0.66667","117",56,"1.4","D~1.4"
"5.5",68.92,4951,"appealing","1","117",56,"1","D~1.0"
"2.5",14.42,2639.19999992847,"appealing","2","117",56,"1.8","D~1.8"
"3.5",85.58,13190.2999999523,"appealing","1.5","238",56,"1.6","D~1.6"
"4",66.8,3647.09999990463,"appealing","1","117",56,"1.4","D~1.4"
"4.5",21.16,3167.10000002384,"appealing","0.5","117",56,"1.2","D~1.2"
"4",10.98,3191.5,"appealing","0.66667","314",56,"1.4","D~1.4"
"5.5",58.6,5471.29999995232,"appealing","1.5","314",56,"1","D~1.0"
"4.5",72.09,3702.40000009537,"appealing","1.5","314",56,"1.2","D~1.2"
"3.5",83.86,17394.8999999762,"appealing","2","238",56,"1.6","D~1.6"
"5.5",98,10843.2999999523,"appealing","1","238",56,"1","D~1.0"
"2.5",4.37,4687,"appealing","0.66667","238",56,"1.8","D~1.8"
"4.5",40.87,4870.80000007153,"appealing","0.66667","117",56,"1.2","D~1.2"
"5.5",46.96,3303.09999990463,"appealing","0.66667","117",56,"1","D~1.0"
"2.5",6.75,2798.70000004768,"appealing","0.5","117",56,"1.8","D~1.8"
"4",66.93,8526.60000002384,"appealing","2","314",56,"1.4","D~1.4"
"2.5",17.99,8719.10000002384,"appealing","2","238",56,"1.8","D~1.8"
"4.5",64.95,7094.09999990463,"appealing","0.66667","314",56,"1.2","D~1.2"
"2.5",25.79,2748.5,"appealing","1.5","117",56,"1.8","D~1.8"
"5.5",65.21,16015.2000000477,"appealing","0.5","314",56,"1","D~1.0"
"4.5",62.96,16321.8000000715,"appealing","1.5","117",56,"1.2","D~1.2"
"3.5",60.45,9878.90000009537,"appealing","1.5","314",56,"1.6","D~1.6"
"2.5",19.71,3377.19999992847,"appealing","0.66667","314",56,"1.8","D~1.8"
"4.5",31.08,3149,"appealing","0.5","238",56,"1.2","D~1.2"
"3.5",45.77,22111.5,"appealing","0.5","314",56,"1.6","D~1.6"
"4.5",52,4462.5,"appealing","2","117",56,"1.2","D~1.2"
"3.5",58.73,8126.5,"appealing","1.5","117",56,"1.6","D~1.6"
"3.5",37.7,2151.39999997616,"appealing","1","238",56,"1.6","D~1.6"
"5.5",64.15,3343.89999997616,"appealing","0.66667","238",56,"1","D~1.0"
"4",34.79,4367.5,"appealing","0.5","314",56,"1.4","D~1.4"
"4",47.22,4749.79999995232,"appealing","0.66667","238",56,"1.4","D~1.4"
"3.5",60.85,9398.79999995232,"appealing","0.66667","314",56,"1.6","D~1.6"
"4",81.08,9815.19999992847,"appealing","0.5","238",56,"1.4","D~1.4"
"4",45.9,5535,"appealing","1.5","238",56,"1.4","D~1.4"
"3.5",59.52,13578.7999999523,"appealing","2","117",56,"1.6","D~1.6"
"2.5",9.66,5063.39999997616,"appealing","1","238",56,"1.8","D~1.8"
"5.5",85.45,12170.5,"appealing","0.66667","314",56,"1","D~1.0"
"4.5",65.61,10254.6999999285,"appealing","0.66667","238",56,"1.2","D~1.2"
"4.5",47,12662.8999999762,"appealing","2","238",56,"1.2","D~1.2"
"3.5",21.83,3463,"appealing","0.5","238",56,"1.6","D~1.6"
"2.5",13.62,6586.60000002384,"interesting","2","314",56,"1.8","D~1.8"
"2.5",19.44,4444.79999995232,"interesting","2","238",56,"1.8","D~1.8"
"4",86.9,4884.20000004768,"interesting","0.5","238",56,"1.4","D~1.4"
"4",84.13,4690.09999990463,"interesting","0.5","117",56,"1.4","D~1.4"
"2.5",67.33,10158.2999999523,"interesting","0.66667","117",56,"1.8","D~1.8"
"3.5",61.24,10871.4000000954,"interesting","0.66667","314",56,"1.6","D~1.6"
"4",27.91,5942.70000004768,"interesting","2","314",56,"1.4","D~1.4"
"5.5",50,7158,"interesting","0.66667","117",56,"1","D~1.0"
"5.5",31.22,3555.5,"interesting","1","238",56,"1","D~1.0"
"4",71.3,8370.29999995232,"interesting","0.66667","238",56,"1.4","D~1.4"
"4",83.6,6999,"interesting","1","117",56,"1.4","D~1.4"
"5.5",52,9859.69999992847,"interesting","1","314",56,"1","D~1.0"
"4",54.1,12766.1000000238,"interesting","1","314",56,"1.4","D~1.4"
"4.5",69.44,2490.69999992847,"interesting","0.5","117",56,"1.2","D~1.2"
"2.5",24.21,7106,"interesting","1.5","238",56,"1.8","D~1.8"
"4.5",64.02,5634.69999992847,"interesting","0.66667","117",56,"1.2","D~1.2"
"3.5",96,8130.20000004768,"interesting","0.66667","238",56,"1.6","D~1.6"
"5.5",15.34,8004.09999990463,"interesting","1.5","117",56,"1","D~1.0"
"4.5",73.28,11302.8999999762,"interesting","0.5","238",56,"1.2","D~1.2"
"2.5",7.8,11694.5999999046,"interesting","2","117",56,"1.8","D~1.8"
"4",38.89,10777,"interesting","2","117",56,"1.4","D~1.4"
"5.5",61.64,6084.29999995232,"interesting","0.5","314",56,"1","D~1.0"
"4",82.14,12896.3999999762,"interesting","0.66667","117",56,"1.4","D~1.4"
"5.5",27.51,10465.6000000238,"interesting","1.5","238",56,"1","D~1.0"
"3.5",12.57,14402.9000000954,"interesting","2","117",56,"1.6","D~1.6"
"2.5",20.63,9348.5,"interesting","1.5","314",56,"1.8","D~1.8"
"4",51.59,12992.7000000477,"interesting","1.5","117",56,"1.4","D~1.4"
"5.5",30.03,13219.6999999285,"interesting","1.5","314",56,"1","D~1.0"
"4.5",59.79,18793.7000000477,"interesting","1.5","314",56,"1.2","D~1.2"
"3.5",70.37,7832.60000002384,"interesting","0.5","314",56,"1.6","D~1.6"
"5.5",86.38,13447.5,"interesting","0.66667","314",56,"1","D~1.0"
"3.5",69.31,10597.6000000238,"interesting","2","238",56,"1.6","D~1.6"
"3.5",75.79,10441.8999999762,"interesting","1","117",56,"1.6","D~1.6"
"3.5",79.89,6463,"interesting","0.5","117",56,"1.6","D~1.6"
"4.5",88,8183.10000002384,"interesting","1","314",56,"1.2","D~1.2"
"2.5",39.68,4814.79999995232,"interesting","0.5","117",56,"1.8","D~1.8"
"4.5",59.92,10231,"interesting","2","238",56,"1.2","D~1.2"
"4",57,14078.2999999523,"interesting","0.5","314",56,"1.4","D~1.4"
"4.5",31.48,12980,"interesting","1.5","238",56,"1.2","D~1.2"
"2.5",3.84,11550.6999999285,"interesting","1","314",56,"1.8","D~1.8"
"3.5",32.54,17563.7000000477,"interesting","1","314",56,"1.6","D~1.6"
"2.5",47.88,6204.89999997616,"interesting","0.5","238",56,"1.8","D~1.8"
"4",33.6,8150.89999997616,"interesting","2","238",56,"1.4","D~1.4"
"5.5",71.56,6440.39999997616,"interesting","0.5","117",56,"1","D~1.0"
"4",57.94,25964.8000000715,"interesting","1.5","238",56,"1.4","D~1.4"
"3.5",27.51,4118.80000007153,"interesting","1","238",56,"1.6","D~1.6"
"5.5",42,6380.09999990463,"interesting","2","238",56,"1","D~1.0"
"4",58.6,14555.1000000238,"interesting","0.66667","314",56,"1.4","D~1.4"
"2.5",10.32,7332.40000009537,"interesting","1.5","117",56,"1.8","D~1.8"
"2.5",5.82,6462.69999992847,"interesting","1","117",56,"1.8","D~1.8"
"2.5",29.1,6208.69999992847,"interesting","0.5","314",56,"1.8","D~1.8"
"4",65.08,3988.39999997616,"interesting","1","238",56,"1.4","D~1.4"
"4.5",70.77,7710.39999997616,"interesting","1","117",56,"1.2","D~1.2"
"3.5",79.23,10232.4000000954,"interesting","1.5","314",56,"1.6","D~1.6"
"3.5",66.4,11220.6999999285,"interesting","0.66667","117",56,"1.6","D~1.6"
"4.5",69.71,14158.5,"interesting","0.66667","314",56,"1.2","D~1.2"
"5.5",88.76,8098.09999990463,"interesting","0.5","238",56,"1","D~1.0"
"4.5",65.34,8417,"interesting","1.5","117",56,"1.2","D~1.2"
"5.5",76.59,7937.79999995232,"interesting","0.66667","238",56,"1","D~1.0"
"5.5",86.11,19258.3999999762,"interesting","1","117",56,"1","D~1.0"
"4",49.87,7281.89999997616,"interesting","1.5","314",56,"1.4","D~1.4"
"4.5",41.4,3920,"interesting","2","117",56,"1.2","D~1.2"
"3.5",60.45,9502.89999997616,"interesting","1.5","238",56,"1.6","D~1.6"
"4.5",89.42,12174.2000000477,"interesting","0.66667","238",56,"1.2","D~1.2"
"4.5",23.28,19039.1000000238,"interesting","2","314",56,"1.2","D~1.2"
"2.5",12.17,4612.39999997616,"interesting","1","238",56,"1.8","D~1.8"
"2.5",23.94,4760.70000004768,"interesting","0.66667","238",56,"1.8","D~1.8"
"4.5",80,9314.89999997616,"interesting","0.5","314",56,"1.2","D~1.2"
"2.5",48.15,7882,"interesting","0.66667","314",56,"1.8","D~1.8"
"3.5",67.2,4848.89999997616,"interesting","1.5","117",56,"1.6","D~1.6"
"3.5",59.66,14021.7999999523,"interesting","2","314",56,"1.6","D~1.6"
"3.5",98,7093,"interesting","0.5","238",56,"1.6","D~1.6"
"5.5",40.21,6720.60000002384,"interesting","2","314",56,"1","D~1.0"
"5.5",44.97,9262.39999997616,"interesting","2","117",56,"1","D~1.0"
"4.5",72.88,8413.39999997616,"interesting","1","238",56,"1.2","D~1.2"
"3.5",22.22,5213.79999995232,"relaxing","0.5","117",56,"1.6","D~1.6"
"4.5",86.51,8364.79999995232,"relaxing","1.5","238",56,"1.2","D~1.2"
"3.5",62.17,6214.5,"relaxing","1.5","314",56,"1.6","D~1.6"
"3.5",29,6185,"relaxing","0.5","238",56,"1.6","D~1.6"
"4.5",49,3845.80000007153,"relaxing","0.66667","117",56,"1.2","D~1.2"
"2.5",9.13,3191.90000009537,"relaxing","0.5","117",56,"1.8","D~1.8"
"4.5",85.05,6022,"relaxing","1.5","314",56,"1.2","D~1.2"
"3.5",53.97,4432,"relaxing","0.66667","238",56,"1.6","D~1.6"
"4",56.48,2965.10000002384,"relaxing","1","238",56,"1.4","D~1.4"
"4.5",99,5599.29999995232,"relaxing","2","314",56,"1.2","D~1.2"
"4",28.97,5919.10000002384,"relaxing","0.66667","314",56,"1.4","D~1.4"
"3.5",76.98,8894.89999997616,"relaxing","2","238",56,"1.6","D~1.6"
"3.5",76.72,3654.70000004768,"relaxing","1.5","117",56,"1.6","D~1.6"
"5.5",47.88,5259.40000009537,"relaxing","0.5","238",56,"1","D~1.0"
"2.5",81.88,7170,"relaxing","2","117",56,"1.8","D~1.8"
"3.5",77.78,6493.80000007153,"relaxing","2","314",56,"1.6","D~1.6"
"4",37.83,7265.20000004768,"relaxing","1","314",56,"1.4","D~1.4"
"5.5",87.17,6265.80000007153,"relaxing","1","117",56,"1","D~1.0"
"5.5",73.02,4315.60000002384,"relaxing","2","238",56,"1","D~1.0"
"2.5",2.78,3381.5,"relaxing","0.66667","117",56,"1.8","D~1.8"
"2.5",2.38,2365.80000007153,"relaxing","0.66667","238",56,"1.8","D~1.8"
"5.5",82.28,5298.20000004768,"relaxing","1.5","314",56,"1","D~1.0"
"5.5",84.92,8139.70000004768,"relaxing","1","238",56,"1","D~1.0"
"4",69.18,10046.6000000238,"relaxing","1.5","117",56,"1.4","D~1.4"
"4.5",73.28,2862.20000004768,"relaxing","2","238",56,"1.2","D~1.2"
"4",45.11,3179.80000007153,"relaxing","1.5","238",56,"1.4","D~1.4"
"3.5",19.71,3115.10000002384,"relaxing","1","238",56,"1.6","D~1.6"
"4",69.97,3668.10000002384,"relaxing","2","314",56,"1.4","D~1.4"
"4",60.05,3662.39999997616,"relaxing","1.5","314",56,"1.4","D~1.4"
"3.5",25.13,2287.10000002384,"relaxing","1","117",56,"1.6","D~1.6"
"3.5",21.56,2326.39999997616,"relaxing","1","314",56,"1.6","D~1.6"
"5.5",80.29,5015.29999995232,"relaxing","0.5","117",56,"1","D~1.0"
"2.5",4.37,4748.60000002384,"relaxing","1","117",56,"1.8","D~1.8"
"4",57.8,4352.70000004768,"relaxing","2","238",56,"1.4","D~1.4"
"2.5",0,3794.69999992847,"relaxing","1","238",56,"1.8","D~1.8"
"5.5",58.2,4738.89999997616,"relaxing","2","314",56,"1","D~1.0"
"5.5",88.1,6266.40000009537,"relaxing","0.66667","238",56,"1","D~1.0"
"3.5",35.58,4324.20000004768,"relaxing","1.5","238",56,"1.6","D~1.6"
"5.5",86.11,4732.80000007153,"relaxing","1.5","117",56,"1","D~1.0"
"5.5",86.38,4254.80000007153,"relaxing","1.5","238",56,"1","D~1.0"
"2.5",12.57,2798.5,"relaxing","1.5","117",56,"1.8","D~1.8"
"2.5",8.99,2374.5,"relaxing","1.5","238",56,"1.8","D~1.8"
"5.5",86.24,4502.90000009537,"relaxing","2","117",56,"1","D~1.0"
"4",78.7,8477.09999990463,"relaxing","2","117",56,"1.4","D~1.4"
"4",34.66,9255.5,"relaxing","0.5","238",56,"1.4","D~1.4"
"3.5",46.03,3607.60000002384,"relaxing","0.5","314",56,"1.6","D~1.6"
"4.5",38.89,3756.69999992847,"relaxing","0.5","238",56,"1.2","D~1.2"
"2.5",11.51,5757.29999995232,"relaxing","1.5","314",56,"1.8","D~1.8"
"5.5",79.1,9205.80000007153,"relaxing","1","314",56,"1","D~1.0"
"4.5",67.06,13774.3000000715,"relaxing","1","314",56,"1.2","D~1.2"
"4",47.35,2105,"relaxing","0.66667","117",56,"1.4","D~1.4"
"4.5",41.53,2046.80000007153,"relaxing","0.66667","314",56,"1.2","D~1.2"
"4",64.95,9964.89999997616,"relaxing","1","117",56,"1.4","D~1.4"
"5.5",68.65,5344.79999995232,"relaxing","0.66667","314",56,"1","D~1.0"
"4.5",76.72,6606.39999997616,"relaxing","0.5","314",56,"1.2","D~1.2"
"5.5",77.91,4678.60000002384,"relaxing","0.5","314",56,"1","D~1.0"
"4.5",68.65,19646.3000000715,"relaxing","1","238",56,"1.2","D~1.2"
"3.5",64.81,3449.10000002384,"relaxing","2","117",56,"1.6","D~1.6"
"4",23.94,3068.89999997616,"relaxing","0.5","117",56,"1.4","D~1.4"
"2.5",3.7,3342.5,"relaxing","1","314",56,"1.8","D~1.8"
"2.5",8.6,2838.59999990463,"relaxing","2","314",56,"1.8","D~1.8"
"4",26.06,2858.19999992847,"relaxing","0.66667","238",56,"1.4","D~1.4"
"2.5",4.76,3155.60000002384,"relaxing","2","238",56,"1.8","D~1.8"
"4.5",70.77,4342.80000007153,"relaxing","1","117",56,"1.2","D~1.2"
"2.5",0.4,2965.5,"relaxing","0.66667","314",56,"1.8","D~1.8"
"4.5",68.65,3015.29999995232,"relaxing","2","117",56,"1.2","D~1.2"
"5.5",78.44,6806.29999995232,"relaxing","0.66667","117",56,"1","D~1.0"
