"beta","response","rt","descriptor","speed","seed","ID","fD_c","fD_f"
"4",70.9,17876.7000000477,"complex","1",314,"34",1.4,"D~1.4"
"2.5",89.15,4527.39999985695,"complex","1",238,"34",1.8,"D~1.8"
"4",29.76,2421.89999985695,"complex","2",314,"34",1.4,"D~1.4"
"3.5",63.89,2845.90000009537,"complex","0.5",238,"34",1.6,"D~1.6"
"5.5",38.36,4269.39999985695,"complex","1",117,"34",1,"D~1.0"
"5.5",21.69,3303.20000004768,"complex","2",314,"34",1,"D~1.0"
"4",67.72,6959.09999990463,"complex","1.5",117,"34",1.4,"D~1.4"
"2.5",95,4391.90000009537,"complex","1",314,"34",1.8,"D~1.8"
"5.5",9.92,3438,"complex","2",117,"34",1,"D~1.0"
"4",50.4,3239.5,"complex","2",117,"34",1.4,"D~1.4"
"3.5",80.29,4910.90000009537,"complex","1",314,"34",1.6,"D~1.6"
"4.5",60.32,4646.89999985695,"complex","1",238,"34",1.2,"D~1.2"
"2.5",98,4087.30000019073,"complex","1",117,"34",1.8,"D~1.8"
"2.5",99,3472.59999990463,"complex","0.5",314,"34",1.8,"D~1.8"
"4.5",66.67,6149.5,"complex","1",314,"34",1.2,"D~1.2"
"3.5",83.6,2983.59999990463,"complex","1.5",117,"34",1.6,"D~1.6"
"5.5",30.03,20864.4000000954,"complex","0.5",238,"34",1,"D~1.0"
"5.5",27,6309.20000004768,"complex","0.5",314,"34",1,"D~1.0"
"3.5",75.53,3935.39999985695,"complex","2",238,"34",1.6,"D~1.6"
"4.5",64.81,2870.79999995232,"complex","0.66667",314,"34",1.2,"D~1.2"
"2.5",100,6511.59999990463,"complex","0.5",238,"34",1.8,"D~1.8"
"3.5",89.95,5368.40000009537,"complex","1",238,"34",1.6,"D~1.6"
"5.5",37.7,4215.5,"complex","0.66667",314,"34",1,"D~1.0"
"4",57.8,8325.5,"complex","1",117,"34",1.4,"D~1.4"
"5.5",13.23,3639.80000019073,"complex","1.5",117,"34",1,"D~1.0"
"3.5",82.94,5102,"complex","1.5",238,"34",1.6,"D~1.6"
"4.5",66.67,4919.29999995232,"complex","1.5",117,"34",1.2,"D~1.2"
"4",74.34,5239.09999990463,"complex","1.5",238,"34",1.4,"D~1.4"
"2.5",100,5894.90000009537,"complex","2",117,"34",1.8,"D~1.8"
"2.5",100,6374.89999985695,"complex","2",238,"34",1.8,"D~1.8"
"4",67.2,16550.2000000477,"complex","0.66667",238,"34",1.4,"D~1.4"
"3.5",89.15,5679.40000009537,"complex","0.5",117,"34",1.6,"D~1.6"
"3.5",96,4503,"complex","0.66667",314,"34",1.6,"D~1.6"
"5.5",1,5183.29999995232,"complex","2",238,"34",1,"D~1.0"
"4.5",73.28,4511,"complex","0.5",238,"34",1.2,"D~1.2"
"4.5",76.06,5248.39999985695,"complex","1.5",238,"34",1.2,"D~1.2"
"4",82.01,3173.90000009537,"complex","0.66667",314,"34",1.4,"D~1.4"
"2.5",100,3111,"complex","1.5",117,"34",1.8,"D~1.8"
"5.5",20.5,3983.59999990463,"complex","1.5",314,"34",1,"D~1.0"
"5.5",20.11,4775.5,"complex","0.66667",238,"34",1,"D~1.0"
"3.5",75.4,4222.5,"complex","0.66667",117,"34",1.6,"D~1.6"
"4",81.48,3079.10000014305,"complex","0.5",314,"34",1.4,"D~1.4"
"2.5",100,3519,"complex","0.66667",238,"34",1.8,"D~1.8"
"4.5",58.73,8945.29999995232,"complex","2",117,"34",1.2,"D~1.2"
"3.5",86.77,4236.70000004768,"complex","1",117,"34",1.6,"D~1.6"
"2.5",98,3439.19999980927,"complex","1.5",238,"34",1.8,"D~1.8"
"4",50.93,22839.0999999046,"complex","0.5",117,"34",1.4,"D~1.4"
"4.5",43.78,3575.39999985695,"complex","0.66667",238,"34",1.2,"D~1.2"
"3.5",65.74,3550.90000009537,"complex","0.66667",238,"34",1.6,"D~1.6"
"5.5",11.24,5320.20000004768,"complex","1",314,"34",1,"D~1.0"
"4.5",48.94,10648.5999999046,"complex","1",117,"34",1.2,"D~1.2"
"4",63.89,3428.40000009537,"complex","0.5",238,"34",1.4,"D~1.4"
"4.5",51.72,4119.09999990463,"complex","2",314,"34",1.2,"D~1.2"
"3.5",81.88,4415.5,"complex","1.5",314,"34",1.6,"D~1.6"
"5.5",19.97,15118.4000000954,"complex","0.66667",117,"34",1,"D~1.0"
"4",65.48,5207.40000009537,"complex","2",238,"34",1.4,"D~1.4"
"4",70.77,2990.70000004768,"complex","1.5",314,"34",1.4,"D~1.4"
"3.5",84.92,3314.10000014305,"complex","0.5",314,"34",1.6,"D~1.6"
"4",76.85,5566.09999990463,"complex","1",238,"34",1.4,"D~1.4"
"4.5",35.85,5069.20000004768,"complex","1.5",314,"34",1.2,"D~1.2"
"4",51.32,4831.29999995232,"complex","0.66667",117,"34",1.4,"D~1.4"
"5.5",19.71,4246.90000009537,"complex","0.5",117,"34",1,"D~1.0"
"5.5",2.91,7383.29999995232,"complex","1.5",238,"34",1,"D~1.0"
"2.5",100,5007.5,"complex","1.5",314,"34",1.8,"D~1.8"
"2.5",100,5305.09999990463,"complex","0.66667",117,"34",1.8,"D~1.8"
"3.5",93.78,7436,"complex","2",314,"34",1.6,"D~1.6"
"2.5",100,4312.40000009537,"complex","0.5",117,"34",1.8,"D~1.8"
"5.5",7.41,4383.09999990463,"complex","1",238,"34",1,"D~1.0"
"4.5",41.01,5682.29999995232,"complex","0.5",314,"34",1.2,"D~1.2"
"4.5",50.4,3138.09999990463,"complex","2",238,"34",1.2,"D~1.2"
"4.5",54.89,2351.20000004768,"complex","0.66667",117,"34",1.2,"D~1.2"
"2.5",95,3975,"complex","0.66667",314,"34",1.8,"D~1.8"
"3.5",84.39,3622.90000009537,"complex","2",117,"34",1.6,"D~1.6"
"4.5",69.05,8599.20000004768,"complex","0.5",117,"34",1.2,"D~1.2"
"2.5",100,3966.80000019073,"complex","2",314,"34",1.8,"D~1.8"
"4.5",24.6,11324.4000000954,"natural","0.66667",117,"34",1.2,"D~1.2"
"2.5",5.16,7582.59999990463,"natural","0.66667",238,"34",1.8,"D~1.8"
"4",34.39,5735.29999995232,"natural","1.5",117,"34",1.4,"D~1.4"
"2.5",7,5287.09999990463,"natural","0.66667",117,"34",1.8,"D~1.8"
"5.5",98,5998.59999990463,"natural","1.5",238,"34",1,"D~1.0"
"3.5",19.31,4654.90000009537,"natural","1.5",117,"34",1.6,"D~1.6"
