"beta","response","rt","descriptor","speed","seed","ID","fD_c","fD_f"
"3.5",26.19,25773.6000000238,"complex","2",238,"1",1.6,"D~1.6"
"2.5",69.44,5375.09999996424,"complex","0.5",117,"1",1.8,"D~1.8"
"5.5",14.29,15566.6999999881,"complex","0.5",314,"1",1,"D~1.0"
"3.5",54.5,12775.1999999881,"complex","0.5",238,"1",1.6,"D~1.6"
"3.5",45.11,7263.10000002384,"complex","2",314,"1",1.6,"D~1.6"
"3.5",42.06,52031,"complex","1",117,"1",1.6,"D~1.6"
"5.5",10.45,4079.30000001192,"complex","0.5",117,"1",1,"D~1.0"
"4",50.79,7103.30000001192,"complex","1",117,"1",1.4,"D~1.4"
"4.5",20.5,4223.40000003576,"complex","1",238,"1",1.2,"D~1.2"
"4",41.67,32279.4000000358,"complex","1",314,"1",1.4,"D~1.4"
"3.5",62,7327.19999998808,"complex","0.66667",314,"1",1.6,"D~1.6"
"5.5",3.17,13367.5999999642,"complex","0.66667",238,"1",1,"D~1.0"
"3.5",71.83,16855.5,"complex","0.66667",238,"1",1.6,"D~1.6"
"2.5",99,3974.80000001192,"complex","0.5",314,"1",1.8,"D~1.8"
"5.5",12.04,4832.30000001192,"complex","1",117,"1",1,"D~1.0"
"2.5",94,19430.5,"complex","0.66667",117,"1",1.8,"D~1.8"
"4",42,15342.6000000238,"complex","0.66667",314,"1",1.4,"D~1.4"
"4",57.41,12407.5,"complex","0.5",314,"1",1.4,"D~1.4"
"4",36.51,28191.3999999762,"complex","2",117,"1",1.4,"D~1.4"
"2.5",73.28,9640,"complex","1",314,"1",1.8,"D~1.8"
"2.5",82.14,4216.19999998808,"complex","1",117,"1",1.8,"D~1.8"
"5.5",4.1,52677.5,"complex","1.5",314,"1",1,"D~1.0"
"4",33.2,58285.2999999523,"complex","0.66667",238,"1",1.4,"D~1.4"
"4",34,18479,"complex","1.5",117,"1",1.4,"D~1.4"
"4.5",18.65,5886.89999997616,"complex","0.5",314,"1",1.2,"D~1.2"
"3.5",63,9430.79999995232,"complex","0.5",314,"1",1.6,"D~1.6"
"4",54,49823.6000000238,"complex","0.5",117,"1",1.4,"D~1.4"
"2.5",75,7126.5,"complex","2",238,"1",1.8,"D~1.8"
"4",14.29,2680.09999996424,"complex","1.5",238,"1",1.4,"D~1.4"
"5.5",0,3446.80000001192,"complex","1",314,"1",1,"D~1.0"
"4.5",25.53,41815.1000000238,"complex","1",314,"1",1.2,"D~1.2"
"4.5",15,38175,"complex","2",314,"1",1.2,"D~1.2"
"5.5",2.51,11495,"complex","0.66667",117,"1",1,"D~1.0"
"2.5",93,7519.30000001192,"complex","0.66667",238,"1",1.8,"D~1.8"
"5.5",1.98,23560.1000000238,"complex","0.66667",314,"1",1,"D~1.0"
"2.5",88,8982.69999998808,"complex","0.5",238,"1",1.8,"D~1.8"
"4.5",18.39,8615.19999998808,"complex","2",238,"1",1.2,"D~1.2"
"4.5",25.79,24326.0999999642,"complex","0.66667",117,"1",1.2,"D~1.2"
