"beta","response","rt","descriptor","speed","seed","ID","fD_c","fD_f"
"5.5",18.39,13476.7000000002,"complex","0.5",117,"79",1,"D~1.0"
"4.5",19.18,15734.5,"complex","0.5",314,"79",1.2,"D~1.2"
"5.5",27.65,9630.90000000037,"complex","1",117,"79",1,"D~1.0"
"2.5",55.16,15159.3999999994,"complex","1.5",314,"79",1.8,"D~1.8"
"5.5",15.08,9206.70000000019,"complex","1",314,"79",1,"D~1.0"
"2.5",70.5,5887.40000000037,"complex","0.66667",117,"79",1.8,"D~1.8"
"4",50.26,7703.40000000037,"complex","2",117,"79",1.4,"D~1.4"
"2.5",71,7927,"complex","0.66667",238,"79",1.8,"D~1.8"
"2.5",67,10855.2000000002,"complex","2",238,"79",1.8,"D~1.8"
"5.5",34.92,7318.5,"complex","1.5",117,"79",1,"D~1.0"
"3.5",45.37,5495.19999999925,"complex","1",238,"79",1.6,"D~1.6"
"4",56.08,5399,"complex","1.5",117,"79",1.4,"D~1.4"
"3.5",65.74,5071.20000000019,"complex","0.66667",314,"79",1.6,"D~1.6"
"4.5",51.59,7535.09999999963,"complex","1.5",117,"79",1.2,"D~1.2"
"2.5",74.34,4783,"complex","1.5",117,"79",1.8,"D~1.8"
"4",60.19,5919.29999999981,"complex","0.5",314,"79",1.4,"D~1.4"
"5.5",2,13295.2000000002,"complex","0.5",238,"79",1,"D~1.0"
"2.5",78.7,6455.19999999925,"complex","2",117,"79",1.8,"D~1.8"
"4.5",47.09,7279.29999999981,"complex","2",314,"79",1.2,"D~1.2"
"4",54.1,4422.90000000037,"complex","2",314,"79",1.4,"D~1.4"
"5.5",6,19759.2999999998,"complex","2",314,"79",1,"D~1.0"
"5.5",21.56,27207.2999999998,"complex","1",238,"79",1,"D~1.0"
"2.5",81,16343,"complex","1",238,"79",1.8,"D~1.8"
"5.5",21.69,12439.7999999998,"complex","0.66667",117,"79",1,"D~1.0"
"3.5",71,16215.2999999998,"complex","1",117,"79",1.6,"D~1.6"
"2.5",87.96,3550.10000000056,"complex","0.5",238,"79",1.8,"D~1.8"
"4",78.57,5335.09999999963,"complex","0.5",117,"79",1.4,"D~1.4"
"4",46.96,34102.4000000004,"complex","1",117,"79",1.4,"D~1.4"
"3.5",86.64,5087.20000000019,"complex","0.5",314,"79",1.6,"D~1.6"
"4.5",52.51,4775.10000000056,"complex","1",117,"79",1.2,"D~1.2"
"3.5",60.85,3582.60000000056,"complex","1.5",117,"79",1.6,"D~1.6"
"3.5",67.99,6376,"complex","1",314,"79",1.6,"D~1.6"
"2.5",78,6816.09999999963,"complex","1.5",238,"79",1.8,"D~1.8"
"2.5",82,6326.09999999963,"complex","2",314,"79",1.8,"D~1.8"
"2.5",87.7,6062.70000000019,"complex","1",314,"79",1.8,"D~1.8"
"4.5",15,10071.2999999998,"complex","1.5",238,"79",1.2,"D~1.2"
"4.5",18.12,9159.29999999981,"complex","2",238,"79",1.2,"D~1.2"
"4.5",20.24,8094.89999999944,"complex","2",117,"79",1.2,"D~1.2"
"3.5",39,6303.5,"complex","2",314,"79",1.6,"D~1.6"
"4.5",37.96,10871.2000000002,"complex","1",238,"79",1.2,"D~1.2"
"4.5",28.04,10838.5999999996,"complex","0.5",238,"79",1.2,"D~1.2"
"4",36.11,6239.60000000056,"complex","1",238,"79",1.4,"D~1.4"
"4",39.68,8640.79999999981,"complex","1.5",238,"79",1.4,"D~1.4"
"4",43.39,3517,"complex","0.66667",238,"79",1.4,"D~1.4"
"4",48,8143,"complex","0.66667",117,"79",1.4,"D~1.4"
"3.5",60.85,6895,"complex","0.66667",117,"79",1.6,"D~1.6"
"4.5",28.57,6085.80000000075,"complex","0.66667",117,"79",1.2,"D~1.2"
"3.5",51.59,6254.69999999925,"complex","1.5",314,"79",1.6,"D~1.6"
"5.5",17.46,36575.2999999998,"complex","1.5",314,"79",1,"D~1.0"
"2.5",88.62,3982.79999999981,"complex","0.5",314,"79",1.8,"D~1.8"
"3.5",80.95,3136.79999999981,"complex","0.5",238,"79",1.6,"D~1.6"
"4.5",71.69,2461.60000000056,"complex","0.66667",314,"79",1.2,"D~1.2"
"4",34.13,5937.19999999925,"complex","2",238,"79",1.4,"D~1.4"
"3.5",45.63,3692.5,"complex","2",117,"79",1.6,"D~1.6"
"5.5",12.83,13456.7999999998,"complex","0.66667",238,"79",1,"D~1.0"
"5.5",17,9741.60000000056,"complex","0.5",314,"79",1,"D~1.0"
"3.5",47.62,10294.4000000004,"complex","2",238,"79",1.6,"D~1.6"
"5.5",23.02,18677.8000000007,"complex","0.66667",314,"79",1,"D~1.0"
"4.5",37.96,4896.89999999944,"complex","1",314,"79",1.2,"D~1.2"
"4",44,4869,"complex","1.5",314,"79",1.4,"D~1.4"
"3.5",74.87,5545.29999999981,"complex","0.66667",238,"79",1.6,"D~1.6"
"3.5",65.87,3036.70000000019,"complex","1.5",238,"79",1.6,"D~1.6"
"5.5",12.43,31455.3000000007,"complex","1.5",238,"79",1,"D~1.0"
"4",61.64,14462.9000000004,"complex","1",314,"79",1.4,"D~1.4"
"5.5",10.98,14126.2000000002,"complex","2",117,"79",1,"D~1.0"
"2.5",89.42,5319.5,"complex","0.66667",314,"79",1.8,"D~1.8"
"4.5",39.68,5414.70000000019,"complex","1.5",314,"79",1.2,"D~1.2"
"4.5",43.92,3046.5,"complex","0.66667",238,"79",1.2,"D~1.2"
"4",50,3335.59999999963,"complex","0.66667",314,"79",1.4,"D~1.4"
"3.5",53.17,2943.89999999944,"complex","0.5",117,"79",1.6,"D~1.6"
"2.5",79.63,7334.20000000019,"complex","0.5",117,"79",1.8,"D~1.8"
"4.5",42.46,9014.80000000074,"complex","0.5",117,"79",1.2,"D~1.2"
"2.5",91.93,5455.40000000037,"complex","1",117,"79",1.8,"D~1.8"
"5.5",10.71,13678.2000000002,"complex","2",238,"79",1,"D~1.0"
"4",34.52,2962,"complex","0.5",238,"79",1.4,"D~1.4"
"5.5",75.13,14333.2000000002,"appealing","1",238,"79",1,"D~1.0"
"5.5",72.62,12982.7000000002,"appealing","0.66667",117,"79",1,"D~1.0"
"2.5",7,8135.59999999963,"appealing","1",238,"79",1.8,"D~1.8"
"2.5",2.65,3326.40000000037,"appealing","0.66667",314,"79",1.8,"D~1.8"
"5.5",79.37,8535.09999999963,"appealing","0.5",314,"79",1,"D~1.0"
"3.5",40,25312.2999999998,"appealing","2",238,"79",1.6,"D~1.6"
"5.5",54.5,11485.2999999998,"appealing","0.66667",238,"79",1,"D~1.0"
"4",50.26,5191.29999999981,"appealing","2",117,"79",1.4,"D~1.4"
"4.5",54.76,3374,"appealing","1",314,"79",1.2,"D~1.2"
