"beta","response","rt","descriptor","speed","seed","ID","fD_c","fD_f"
"5.5",23.15,14548.6,"complex","0.5",238,"118",1,"D~1.0"
"5.5",35.58,9070.59999999998,"complex","1",314,"118",1,"D~1.0"
"4",42.99,8119.20000000001,"complex","0.5",314,"118",1.4,"D~1.4"
"4.5",43.25,4070.89999999997,"complex","0.5",117,"118",1.2,"D~1.2"
"4.5",48.54,11470.7,"complex","1",314,"118",1.2,"D~1.2"
"4",49.74,7375.20000000001,"complex","1.5",314,"118",1.4,"D~1.4"
"4",54.76,6263,"complex","0.5",117,"118",1.4,"D~1.4"
"2.5",66.53,7375.09999999998,"complex","2",238,"118",1.8,"D~1.8"
"4",44.58,6423.5,"complex","1.5",238,"118",1.4,"D~1.4"
"2.5",67.86,8590.59999999998,"complex","2",314,"118",1.8,"D~1.8"
"4.5",29.5,4222.89999999991,"complex","1",117,"118",1.2,"D~1.2"
"2.5",70.5,4743.40000000002,"complex","1",117,"118",1.8,"D~1.8"
"3.5",69.71,3959.59999999998,"complex","2",117,"118",1.6,"D~1.6"
"4",39.68,5838.80000000005,"complex","2",238,"118",1.4,"D~1.4"
"4",49.74,6055.70000000007,"complex","1",238,"118",1.4,"D~1.4"
"4",45.9,28559,"complex","1",117,"118",1.4,"D~1.4"
"5.5",20.37,7159.60000000009,"complex","0.66667",238,"118",1,"D~1.0"
"3.5",70.37,3207.09999999998,"complex","0.5",314,"118",1.6,"D~1.6"
"4",45.77,4207.29999999993,"complex","1",314,"118",1.4,"D~1.4"
"4.5",43,10222.8,"complex","2",238,"118",1.2,"D~1.2"
"5.5",25.66,14991.2999999999,"complex","1.5",238,"118",1,"D~1.0"
"2.5",67.06,4935.30000000005,"complex","1.5",117,"118",1.8,"D~1.8"
"3.5",72.75,4800.39999999991,"complex","0.66667",314,"118",1.6,"D~1.6"
"2.5",75.93,7197.59999999998,"complex","0.5",117,"118",1.8,"D~1.8"
"4",74.6,3423,"complex","0.66667",314,"118",1.4,"D~1.4"
"3.5",69.18,4278.89999999991,"complex","1",238,"118",1.6,"D~1.6"
