"beta","response","rt","descriptor","speed","seed","ID","fD_c","fD_f"
"4.5",86.64,18796.6000000238,"complex","0.5",314,"19",1.2,"D~1.2"
"5.5",4.89,4302.80000001192,"complex","1.5",238,"19",1,"D~1.0"
"4.5",75.66,3551.19999998808,"complex","0.5",117,"19",1.2,"D~1.2"
"4.5",55.16,5598.5,"complex","1.5",238,"19",1.2,"D~1.2"
"2.5",100,4485.89999997616,"complex","2",117,"19",1.8,"D~1.8"
"5.5",0.13,6103.19999998808,"complex","2",314,"19",1,"D~1.0"
"4",100,4455.10000002384,"complex","0.5",314,"19",1.4,"D~1.4"
"4",66.14,7135.19999998808,"complex","0.66667",238,"19",1.4,"D~1.4"
"3.5",62.7,6501.79999995232,"complex","2",238,"19",1.6,"D~1.6"
"5.5",0,5279.60000002384,"complex","0.66667",238,"19",1,"D~1.0"
"3.5",97,7638.60000002384,"complex","1.5",238,"19",1.6,"D~1.6"
"5.5",9,5599.10000002384,"complex","1",117,"19",1,"D~1.0"
"2.5",100,4694.89999997616,"complex","1",117,"19",1.8,"D~1.8"
"5.5",25.13,4367.30000001192,"complex","0.5",117,"19",1,"D~1.0"
"4.5",29.89,5239.20000004768,"complex","2",238,"19",1.2,"D~1.2"
"4.5",56,5615.5,"complex","1",117,"19",1.2,"D~1.2"
"2.5",100,5510,"complex","2",238,"19",1.8,"D~1.8"
"3.5",92.59,5447.10000002384,"complex","1.5",314,"19",1.6,"D~1.6"
"3.5",99,6655.09999996424,"complex","1",238,"19",1.6,"D~1.6"
"2.5",100,7551.59999996424,"complex","1.5",117,"19",1.8,"D~1.8"
"4.5",27,8207.10000002384,"complex","2",314,"19",1.2,"D~1.2"
"5.5",0.13,4311.60000002384,"complex","2",238,"19",1,"D~1.0"
"4",87.7,6774.80000001192,"complex","0.66667",117,"19",1.4,"D~1.4"
"5.5",0,3463,"complex","0.66667",314,"19",1,"D~1.0"
"4.5",21.3,7247.19999998808,"complex","1",238,"19",1.2,"D~1.2"
"3.5",80.03,2519.10000002384,"complex","2",117,"19",1.6,"D~1.6"
"4",90.21,4855.39999997616,"complex","0.66667",314,"19",1.4,"D~1.4"
"4",73.54,4676.5,"complex","2",238,"19",1.4,"D~1.4"
"4.5",54,7592.5,"complex","0.66667",314,"19",1.2,"D~1.2"
"4",81.75,4222,"complex","1",314,"19",1.4,"D~1.4"
"3.5",98,3408.79999995232,"complex","2",314,"19",1.6,"D~1.6"
"4",100,6101.60000002384,"complex","1",117,"19",1.4,"D~1.4"
"4",72.75,6406.39999997616,"complex","2",314,"19",1.4,"D~1.4"
"3.5",100,4631.29999995232,"complex","1",117,"19",1.6,"D~1.6"
"2.5",100,6791.69999998808,"complex","1.5",314,"19",1.8,"D~1.8"
"3.5",100,2774.40000003576,"complex","0.5",117,"19",1.6,"D~1.6"
"4.5",22,8473.10000002384,"complex","0.66667",238,"19",1.2,"D~1.2"
"2.5",100,2805.80000001192,"complex","0.5",238,"19",1.8,"D~1.8"
"4",65.34,5415,"complex","2",117,"19",1.4,"D~1.4"
"2.5",100,5593,"complex","1.5",238,"19",1.8,"D~1.8"
"4",62,9141.59999996424,"complex","1.5",238,"19",1.4,"D~1.4"
"2.5",100,5558.89999997616,"complex","0.5",314,"19",1.8,"D~1.8"
"2.5",100,5881.19999998808,"complex","0.66667",238,"19",1.8,"D~1.8"
"4.5",64.68,7061.19999998808,"complex","0.5",238,"19",1.2,"D~1.2"
"3.5",86.9,6095.40000003576,"complex","1.5",117,"19",1.6,"D~1.6"
"3.5",98,5679,"complex","0.5",314,"19",1.6,"D~1.6"
"5.5",5,5377.5,"complex","0.5",238,"19",1,"D~1.0"
"5.5",2.25,4100.30000001192,"complex","0.66667",117,"19",1,"D~1.0"
"4.5",22.88,2807.5,"complex","2",117,"19",1.2,"D~1.2"
"2.5",100,4447.10000002384,"complex","1",238,"19",1.8,"D~1.8"
"5.5",9,4710.5,"complex","1.5",117,"19",1,"D~1.0"
