"beta","response","rt","descriptor","speed","seed","ID","fD_c","fD_f"
"4",65.61,7612.5,"complex","0.5",238,"14",1.4,"D~1.4"
"4",42.2,4230.40000000596,"complex","1",238,"14",1.4,"D~1.4"
"5.5",19.44,4518.80000001192,"complex","1.5",238,"14",1,"D~1.0"
"2.5",94,3959.10000002384,"complex","1",117,"14",1.8,"D~1.8"
"4",72.49,3519.70000001788,"complex","2",238,"14",1.4,"D~1.4"
"5.5",55,6455,"complex","0.66667",314,"14",1,"D~1.0"
"3.5",80.95,2830.80000001192,"complex","0.66667",238,"14",1.6,"D~1.6"
"5.5",42.06,4719.29999998212,"complex","0.5",238,"14",1,"D~1.0"
"5.5",24.34,2838.90000000596,"complex","1.5",117,"14",1,"D~1.0"
"5.5",14.68,5095.60000002384,"complex","1",238,"14",1,"D~1.0"
"4",74.87,3302.40000000596,"complex","1",314,"14",1.4,"D~1.4"
"2.5",94.58,2831.30000001192,"complex","0.66667",238,"14",1.8,"D~1.8"
"3.5",89,5463.29999998212,"complex","2",117,"14",1.6,"D~1.6"
"4",81.48,3575,"complex","0.66667",117,"14",1.4,"D~1.4"
"5.5",21.43,23711,"complex","0.66667",238,"14",1,"D~1.0"
"4.5",31,27375.7999999821,"complex","1",314,"14",1.2,"D~1.2"
"2.5",98,5183,"complex","1.5",314,"14",1.8,"D~1.8"
"4",88,3222.90000000596,"complex","1.5",314,"14",1.4,"D~1.4"
"2.5",100,4735.40000000596,"complex","0.5",117,"14",1.8,"D~1.8"
"5.5",14,4255.19999998808,"complex","2",117,"14",1,"D~1.0"
"4",26.46,3239,"complex","2",117,"14",1.4,"D~1.4"
"3.5",35.98,4359.40000000596,"complex","0.5",238,"14",1.6,"D~1.6"
"4.5",19.58,2871,"complex","0.66667",238,"14",1.2,"D~1.2"
"4.5",15.48,2816.40000000596,"complex","1",238,"14",1.2,"D~1.2"
"3.5",70,6278.79999998212,"complex","0.5",117,"14",1.6,"D~1.6"
"4.5",57.8,3166.80000001192,"complex","0.66667",314,"14",1.2,"D~1.2"
