"beta","response","rt","descriptor","speed","seed","ID","fD_c","fD_f"
"4",67.46,14230.6000000001,"complex","0.5",314,"90",1.4,"D~1.4"
"5.5",14.68,3318.20000000019,"complex","1",238,"90",1,"D~1.0"
"4",23.94,5263.5,"complex","2",314,"90",1.4,"D~1.4"
"3.5",35.05,8278.89999999991,"complex","2",238,"90",1.6,"D~1.6"
"5.5",56.22,7999.20000000019,"complex","0.66667",314,"90",1,"D~1.0"
"5.5",60.98,8967.30000000028,"complex","0.66667",238,"90",1,"D~1.0"
"4.5",56.08,6294.79999999981,"complex","2",314,"90",1.2,"D~1.2"
"4.5",77.91,3503.60000000009,"complex","0.5",117,"90",1.2,"D~1.2"
"2.5",90.08,4350.5,"complex","1.5",117,"90",1.8,"D~1.8"
"2.5",98,3221.09999999963,"complex","0.5",117,"90",1.8,"D~1.8"
"3.5",77.51,2983.39999999991,"complex","1",117,"90",1.6,"D~1.6"
"5.5",56.48,2710.80000000028,"complex","1",117,"90",1,"D~1.0"
"4.5",75,4063.5,"complex","0.66667",238,"90",1.2,"D~1.2"
"2.5",100,4150.90000000037,"complex","1.5",238,"90",1.8,"D~1.8"
"2.5",100,4023.5,"complex","0.5",314,"90",1.8,"D~1.8"
"4.5",54.89,7447.20000000019,"complex","1",117,"90",1.2,"D~1.2"
"2.5",82.41,4855.20000000019,"complex","1",117,"90",1.8,"D~1.8"
"5.5",59.92,7918.89999999991,"complex","0.5",238,"90",1,"D~1.0"
"4.5",72.35,6023.60000000009,"complex","1",314,"90",1.2,"D~1.2"
"4.5",77.38,15310.9000000004,"complex","1.5",117,"90",1.2,"D~1.2"
"5.5",45,16311.2999999998,"complex","0.66667",117,"90",1,"D~1.0"
"4",52.25,9431.5,"complex","0.66667",238,"90",1.4,"D~1.4"
"3.5",60.45,5198.89999999991,"complex","2",314,"90",1.6,"D~1.6"
"2.5",88.49,4710.39999999991,"complex","1",238,"90",1.8,"D~1.8"
"4",29.5,5959,"complex","0.66667",314,"90",1.4,"D~1.4"
"3.5",44.84,5696.40000000037,"complex","0.5",117,"90",1.6,"D~1.6"
"3.5",48.02,3534.10000000009,"complex","0.5",238,"90",1.6,"D~1.6"
"3.5",43.25,3471.79999999981,"complex","1.5",314,"90",1.6,"D~1.6"
"4",38.76,3239.29999999981,"complex","1",238,"90",1.4,"D~1.4"
"3.5",49.47,2999.39999999991,"complex","1",238,"90",1.6,"D~1.6"
"2.5",62.04,5678.79999999981,"complex","1",314,"90",1.8,"D~1.8"
"5.5",34.13,5958.89999999991,"complex","1",314,"90",1,"D~1.0"
"4.5",42,3223.39999999991,"complex","1.5",314,"90",1.2,"D~1.2"
"3.5",74,5839.39999999991,"complex","0.5",314,"90",1.6,"D~1.6"
"4",67.2,4231,"complex","0.66667",117,"90",1.4,"D~1.4"
"3.5",82.8,3791,"complex","0.66667",238,"90",1.6,"D~1.6"
"3.5",57.01,6440.70000000019,"complex","2",117,"90",1.6,"D~1.6"
"3.5",50.93,6958.09999999963,"complex","1.5",238,"90",1.6,"D~1.6"
"3.5",62.96,6423,"complex","1",314,"90",1.6,"D~1.6"
"3.5",56.88,5158.89999999991,"complex","0.66667",117,"90",1.6,"D~1.6"
"4",23.81,4119.69999999972,"complex","1.5",238,"90",1.4,"D~1.4"
"2.5",97,3415.09999999963,"complex","0.5",238,"90",1.8,"D~1.8"
"2.5",85.85,2415.09999999963,"complex","1.5",314,"90",1.8,"D~1.8"
"4",68.39,2951.20000000019,"complex","2",117,"90",1.4,"D~1.4"
"2.5",86.64,7518.29999999981,"complex","2",238,"90",1.8,"D~1.8"
"4.5",40.48,14087.5,"complex","1",238,"90",1.2,"D~1.2"
"2.5",73.28,14687.0999999996,"complex","2",314,"90",1.8,"D~1.8"
"2.5",80.82,3767,"complex","0.66667",117,"90",1.8,"D~1.8"
"5.5",57.54,4647.29999999981,"complex","1.5",117,"90",1,"D~1.0"
"5.5",60.32,5240.90000000037,"complex","0.5",117,"90",1,"D~1.0"
"2.5",72.62,8845.29999999981,"complex","2",117,"90",1.8,"D~1.8"
"2.5",81.48,2590.60000000009,"complex","0.66667",314,"90",1.8,"D~1.8"
"4",87.57,4623.20000000019,"complex","1.5",117,"90",1.4,"D~1.4"
"4.5",87.3,5087.59999999963,"complex","0.5",314,"90",1.2,"D~1.2"
"4",64.55,2432,"complex","1",314,"90",1.4,"D~1.4"
"3.5",68.39,4031.59999999963,"complex","0.66667",314,"90",1.6,"D~1.6"
"4",58.47,3583.5,"complex","2",238,"90",1.4,"D~1.4"
"5.5",54.1,3015,"complex","1.5",314,"90",1,"D~1.0"
"5.5",24.6,4692.59999999963,"complex","2",238,"90",1,"D~1.0"
"2.5",87.7,9790.39999999991,"complex","0.66667",238,"90",1.8,"D~1.8"
"4",71,2902.89999999991,"complex","1.5",314,"90",1.4,"D~1.4"
"5.5",29.76,4783.20000000019,"complex","2",314,"90",1,"D~1.0"
"4.5",70.24,3942.79999999981,"complex","0.66667",314,"90",1.2,"D~1.2"
