"beta","response","rt","descriptor","speed","seed","ID","fD_c","fD_f"
"5.5",6.88,22812.8999999999,"complex","0.66667",314,"18",1,"D~1.0"
"4",14.68,28630.4000000001,"complex","1",238,"18",1.4,"D~1.4"
"2.5",45.63,6479.20000000019,"complex","1",238,"18",1.8,"D~1.8"
"2.5",50,7687,"complex","0.66667",314,"18",1.8,"D~1.8"
"3.5",39.42,7011.69999999995,"complex","2",314,"18",1.6,"D~1.6"
"3.5",37,5414,"complex","2",117,"18",1.6,"D~1.6"
"5.5",4.5,8879.19999999995,"complex","1.5",314,"18",1,"D~1.0"
"5.5",12,4815.09999999986,"complex","0.66667",117,"18",1,"D~1.0"
"4",41.53,10743,"complex","1",314,"18",1.4,"D~1.4"
"2.5",57.94,5031.5,"complex","2",238,"18",1.8,"D~1.8"
"3.5",62.04,7790.80000000005,"complex","1.5",117,"18",1.6,"D~1.6"
"4",70.77,12495.5999999999,"complex","0.66667",314,"18",1.4,"D~1.4"
"2.5",84.13,5655.30000000005,"complex","2",314,"18",1.8,"D~1.8"
"5.5",8.6,6735,"complex","2",117,"18",1,"D~1.0"
"4",64.81,10631.3,"complex","2",238,"18",1.4,"D~1.4"
"3.5",75.13,4247.5,"complex","1",117,"18",1.6,"D~1.6"
"5.5",1.32,4751,"complex","1.5",238,"18",1,"D~1.0"
"3.5",50,3838.69999999995,"complex","1",314,"18",1.6,"D~1.6"
"2.5",67.59,2759.60000000009,"complex","1.5",238,"18",1.8,"D~1.8"
"2.5",96,4471.5,"complex","0.5",117,"18",1.8,"D~1.8"
"4.5",62,11407.0999999999,"complex","0.66667",117,"18",1.2,"D~1.2"
"4.5",48.41,2703.09999999986,"complex","2",314,"18",1.2,"D~1.2"
"3.5",63.36,3782.5,"complex","0.5",314,"18",1.6,"D~1.6"
"3.5",73,5615.19999999995,"complex","1",238,"18",1.6,"D~1.6"
"3.5",72.49,4854.60000000009,"complex","1.5",314,"18",1.6,"D~1.6"
"2.5",91.27,5151.19999999995,"complex","0.5",314,"18",1.8,"D~1.8"
"4",47.35,38047.2,"complex","0.66667",238,"18",1.4,"D~1.4"
"5.5",3.44,3599.10000000009,"complex","0.66667",238,"18",1,"D~1.0"
"4.5",37.7,5215.29999999981,"complex","0.5",117,"18",1.2,"D~1.2"
"2.5",43.65,6071.10000000009,"complex","1.5",117,"18",1.8,"D~1.8"
"4.5",81,7783.39999999991,"complex","1.5",238,"18",1.2,"D~1.2"
"4.5",81.75,5047,"complex","1",117,"18",1.2,"D~1.2"
"5.5",6.61,14376.9000000001,"complex","0.5",314,"18",1,"D~1.0"
"5.5",6.48,3767.19999999995,"complex","1.5",117,"18",1,"D~1.0"
"4",55.03,7205.80000000005,"complex","0.5",238,"18",1.4,"D~1.4"
"4",56.75,2662.89999999991,"complex","1",117,"18",1.4,"D~1.4"
"4.5",43.52,5047,"complex","0.5",314,"18",1.2,"D~1.2"
"4.5",41.93,4575.5,"complex","0.66667",238,"18",1.2,"D~1.2"
"3.5",60,2951.29999999981,"complex","0.66667",314,"18",1.6,"D~1.6"
"2.5",44.84,4985.10000000009,"complex","1",314,"18",1.8,"D~1.8"
"2.5",45.11,5452,"complex","2",117,"18",1.8,"D~1.8"
"2.5",89.55,5079.60000000009,"complex","0.5",238,"18",1.8,"D~1.8"
"4.5",33.33,12694.5,"complex","1.5",314,"18",1.2,"D~1.2"
"4",27.12,3278.79999999981,"complex","1.5",238,"18",1.4,"D~1.4"
"4",20.37,6030.79999999981,"complex","0.5",314,"18",1.4,"D~1.4"
"4.5",10,19766.8999999999,"complex","2",238,"18",1.2,"D~1.2"
"3.5",35.05,2607.79999999981,"complex","0.5",238,"18",1.6,"D~1.6"
"5.5",5.42,3991.10000000009,"complex","1",117,"18",1,"D~1.0"
"4.5",12.96,3150.70000000019,"complex","1",238,"18",1.2,"D~1.2"
"3.5",82.8,6758.89999999991,"complex","0.5",117,"18",1.6,"D~1.6"
"5.5",62.3,9823.39999999991,"complex","0.5",117,"18",1,"D~1.0"
"3.5",30.29,3553.60000000009,"complex","2",238,"18",1.6,"D~1.6"
"3.5",56.48,5149,"complex","0.66667",238,"18",1.6,"D~1.6"
"3.5",51.06,2957.79999999981,"complex","1.5",238,"18",1.6,"D~1.6"
"4.5",19.18,4407.20000000019,"complex","1",314,"18",1.2,"D~1.2"
"2.5",64.42,4070.5,"complex","1.5",314,"18",1.8,"D~1.8"
"4",69.18,3047,"complex","0.66667",117,"18",1.4,"D~1.4"
"2.5",78.04,4745.39999999991,"complex","1",117,"18",1.8,"D~1.8"
"4.5",51.19,4252.69999999972,"complex","1.5",117,"18",1.2,"D~1.2"
"2.5",92.59,4231,"complex","0.66667",117,"18",1.8,"D~1.8"
"5.5",3.97,3583.10000000009,"complex","1",238,"18",1,"D~1.0"
"5.5",71.69,9719.19999999972,"complex","0.5",238,"18",1,"D~1.0"
"3.5",41.4,3826.10000000009,"complex","0.66667",117,"18",1.6,"D~1.6"
"4.5",88.76,6716.10000000009,"complex","2",117,"18",1.2,"D~1.2"
"4",53.31,3022.5,"complex","2",117,"18",1.4,"D~1.4"
"2.5",43.52,2943,"complex","0.66667",238,"18",1.8,"D~1.8"
"5.5",16.01,8081.60000000009,"complex","2",314,"18",1,"D~1.0"
"4",6.88,5165.59999999963,"complex","1.5",314,"18",1.4,"D~1.4"
"4",58.73,7615,"complex","0.5",117,"18",1.4,"D~1.4"
"5.5",0.93,4077.70000000019,"complex","2",238,"18",1,"D~1.0"
"4",64.68,8478.79999999981,"complex","2",314,"18",1.4,"D~1.4"
"4.5",14.42,8965.79999999981,"complex","0.5",238,"18",1.2,"D~1.2"
"4.5",42.2,5758.70000000019,"complex","0.66667",314,"18",1.2,"D~1.2"
"5.5",32.01,6255.39999999991,"complex","1",314,"18",1,"D~1.0"
"4",29.63,2206.29999999981,"complex","1.5",117,"18",1.4,"D~1.4"
"4.5",6,11646.5,"relaxing","1",117,"18",1.2,"D~1.2"
"2.5",1,10030.2999999998,"relaxing","1",238,"18",1.8,"D~1.8"
"3.5",2.91,4623.89999999991,"relaxing","2",314,"18",1.6,"D~1.6"
"3.5",2.38,9014.5,"relaxing","1.5",117,"18",1.6,"D~1.6"
"4.5",2.78,7726.79999999981,"relaxing","0.5",314,"18",1.2,"D~1.2"
"4.5",0,9742.89999999991,"relaxing","0.66667",238,"18",1.2,"D~1.2"
"2.5",3.57,4340.5,"relaxing","2",117,"18",1.8,"D~1.8"
"4",8.73,5973.89999999991,"relaxing","2",117,"18",1.4,"D~1.4"
"4.5",36.11,8023.5,"relaxing","1.5",314,"18",1.2,"D~1.2"
"5.5",79,6918.10000000009,"relaxing","0.66667",238,"18",1,"D~1.0"
"4",16.53,4855.19999999972,"relaxing","1",117,"18",1.4,"D~1.4"
