"beta","response","rt","descriptor","speed","seed","ID","fD_c","fD_f"
"4",35.98,15852.6999999881,"complex","0.5",238,"4",1.4,"D~1.4"
"5.5",14.29,7894.20000001788,"complex","1",238,"4",1,"D~1.0"
"2.5",59.92,5111.20000001788,"complex","2",314,"4",1.8,"D~1.8"
"4.5",43.39,10799,"complex","2",117,"4",1.2,"D~1.2"
"2.5",69.58,9975,"complex","0.5",314,"4",1.8,"D~1.8"
"3.5",60.05,5655.30000001192,"complex","0.5",238,"4",1.6,"D~1.6"
"4",39.81,21183.599999994,"complex","0.66667",238,"4",1.4,"D~1.4"
"2.5",78.31,6437.80000001192,"complex","0.66667",238,"4",1.8,"D~1.8"
"3.5",69.31,7062.79999998212,"complex","1.5",238,"4",1.6,"D~1.6"
"2.5",75,6423.29999998212,"complex","2",117,"4",1.8,"D~1.8"
"3.5",71.56,5919.5,"complex","0.5",314,"4",1.6,"D~1.6"
"4",54.89,8822.59999999404,"complex","1",117,"4",1.4,"D~1.4"
"3.5",57.94,7447.10000002384,"complex","1",117,"4",1.6,"D~1.6"
"5.5",11.77,6463.29999998212,"complex","2",117,"4",1,"D~1.0"
"3.5",33.6,10207.1999999881,"complex","2",314,"4",1.6,"D~1.6"
"4.5",24.07,19942.2999999821,"complex","1",314,"4",1.2,"D~1.2"
"5.5",10,8064.30000001192,"complex","0.66667",238,"4",1,"D~1.0"
"5.5",10.58,4758.40000000596,"complex","0.5",238,"4",1,"D~1.0"
"4.5",20.37,6199.20000001788,"complex","0.66667",238,"4",1.2,"D~1.2"
"3.5",58.6,7126.40000000596,"complex","0.66667",314,"4",1.6,"D~1.6"
"3.5",63,4286.79999998212,"complex","1",314,"4",1.6,"D~1.6"
"5.5",25.66,6414.90000000596,"complex","1",117,"4",1,"D~1.0"
"3.5",63.89,5351.30000001192,"complex","0.66667",117,"4",1.6,"D~1.6"
"4",80,9631.09999999404,"complex","0.5",314,"4",1.4,"D~1.4"
"4",83.2,3287.5,"complex","0.5",117,"4",1.4,"D~1.4"
"4",80.29,9742.70000001788,"complex","2",238,"4",1.4,"D~1.4"
"4.5",82.8,10263.400000006,"complex","0.66667",117,"4",1.2,"D~1.2"
"4",76.32,7254.80000001192,"complex","1.5",314,"4",1.4,"D~1.4"
"2.5",96,5231.30000001192,"complex","1.5",314,"4",1.8,"D~1.8"
"3.5",86,5503.19999998808,"complex","0.66667",238,"4",1.6,"D~1.6"
"2.5",91.67,3942.90000000596,"complex","1.5",117,"4",1.8,"D~1.8"
"4.5",50.13,7519.5,"complex","1.5",238,"4",1.2,"D~1.2"
"4.5",57.67,4759,"complex","1",117,"4",1.2,"D~1.2"
"2.5",94.97,8423.40000000596,"complex","1",314,"4",1.8,"D~1.8"
"5.5",8.33,6526.70000001788,"complex","1.5",117,"4",1,"D~1.0"
"4",45.77,8871.29999998212,"complex","2",117,"4",1.4,"D~1.4"
"2.5",97,3646.40000000596,"complex","1.5",238,"4",1.8,"D~1.8"
"4",79.5,20135.5,"complex","1.5",117,"4",1.4,"D~1.4"
"4",87.3,5815,"complex","0.66667",314,"4",1.4,"D~1.4"
"5.5",7.28,5815.19999998808,"complex","2",238,"4",1,"D~1.0"
"3.5",74.6,9287.59999999404,"complex","2",238,"4",1.6,"D~1.6"
"4.5",65.34,6494.79999998212,"complex","0.5",117,"4",1.2,"D~1.2"
