"beta","response","rt","descriptor","speed","seed","ID","fD_c","fD_f"
"4",52,16283.6999999881,"complex","2",314,"8",1.4,"D~1.4"
"2.5",69.84,7782.5,"complex","0.5",238,"8",1.8,"D~1.8"
"4",38.62,7119.19999998808,"complex","1",314,"8",1.4,"D~1.4"
"3.5",54.63,6567.09999999404,"complex","1",238,"8",1.6,"D~1.6"
"3.5",58.47,10727.099999994,"complex","0.5",238,"8",1.6,"D~1.6"
"5.5",10.19,10494.5,"complex","2",117,"8",1,"D~1.0"
"3.5",70.24,3590.79999998212,"complex","0.5",314,"8",1.6,"D~1.6"
"5.5",16.27,9495.09999999404,"complex","0.66667",314,"8",1,"D~1.0"
"5.5",13.49,4695.59999999404,"complex","1",314,"8",1,"D~1.0"
"4",41.14,3679.30000001192,"complex","0.5",314,"8",1.4,"D~1.4"
"4",29.76,6830.79999998212,"complex","1",238,"8",1.4,"D~1.4"
"4.5",35.58,3295.5,"complex","0.66667",117,"8",1.2,"D~1.2"
"4.5",27.25,6318.10000002384,"complex","1.5",314,"8",1.2,"D~1.2"
"2.5",75.53,4759.30000001192,"complex","0.66667",238,"8",1.8,"D~1.8"
"2.5",81.22,5791.30000001192,"complex","2",117,"8",1.8,"D~1.8"
"4.5",36.64,3911.19999998808,"complex","1.5",117,"8",1.2,"D~1.2"
"2.5",83.86,6687.5,"complex","0.66667",117,"8",1.8,"D~1.8"
"4",41.67,3094.70000001788,"complex","1.5",238,"8",1.4,"D~1.4"
"4",55.16,2335.59999999404,"complex","0.5",238,"8",1.4,"D~1.4"
"2.5",82.67,2863.5,"complex","0.5",314,"8",1.8,"D~1.8"
"4",60.71,4982.90000000596,"complex","0.66667",238,"8",1.4,"D~1.4"
"5.5",6.75,4047.19999998808,"complex","0.66667",117,"8",1,"D~1.0"
"2.5",87.3,2271.09999999404,"complex","1.5",314,"8",1.8,"D~1.8"
"4.5",36.77,2670.80000001192,"complex","1",238,"8",1.2,"D~1.2"
"5.5",10.98,3016.59999999404,"complex","1.5",117,"8",1,"D~1.0"
"4.5",30.29,2158.19999998808,"complex","0.66667",314,"8",1.2,"D~1.2"
"5.5",14.81,2135.59999999404,"complex","1",117,"8",1,"D~1.0"
"3.5",67.46,2911.10000002384,"complex","0.5",117,"8",1.6,"D~1.6"
"3.5",80.16,2551,"complex","1",117,"8",1.6,"D~1.6"
"2.5",88.49,3694.90000000596,"complex","1",117,"8",1.8,"D~1.8"
"2.5",95,2455.19999998808,"complex","1.5",117,"8",1.8,"D~1.8"
"4",4.1,3367.59999999404,"complex","1",117,"8",1.4,"D~1.4"
"4.5",37.7,3359,"complex","0.66667",238,"8",1.2,"D~1.2"
"4.5",39.29,6063,"complex","2",238,"8",1.2,"D~1.2"
"4.5",45.24,5696,"complex","1.5",238,"8",1.2,"D~1.2"
"4.5",41.53,4022,"complex","1",117,"8",1.2,"D~1.2"
"3.5",62.7,3135.29999998212,"complex","1.5",117,"8",1.6,"D~1.6"
"5.5",16.14,4983.10000002384,"complex","2",314,"8",1,"D~1.0"
"2.5",83.07,2310.59999999404,"complex","2",238,"8",1.8,"D~1.8"
"5.5",24.34,3279,"complex","0.5",117,"8",1,"D~1.0"
"3.5",47.88,2471.29999998212,"complex","2",238,"8",1.6,"D~1.6"
"3.5",41.14,2439.5,"complex","1.5",314,"8",1.6,"D~1.6"
"4",58.86,2911,"complex","0.66667",314,"8",1.4,"D~1.4"
"3.5",64.68,2151.10000002384,"complex","1.5",238,"8",1.6,"D~1.6"
"4",58.86,2799,"complex","2",117,"8",1.4,"D~1.4"
"4",50.66,5622.80000001192,"complex","2",238,"8",1.4,"D~1.4"
"4.5",35,2943.5,"complex","2",314,"8",1.2,"D~1.2"
"3.5",58.99,2247.10000002384,"complex","0.66667",117,"8",1.6,"D~1.6"
"2.5",84.92,2599,"complex","2",314,"8",1.8,"D~1.8"
"5.5",2,6472.59999999404,"complex","2",238,"8",1,"D~1.0"
"4",48.94,8620.59999999404,"complex","1.5",117,"8",1.4,"D~1.4"
"4.5",60.85,7687.5,"complex","0.5",117,"8",1.2,"D~1.2"
