"beta","response","rt","descriptor","speed","seed","ID","fD_c","fD_f"
"4",32.94,22221,"complex","0.5",314,"81",1.4,"D~1.4"
"4.5",33.07,8926.5,"complex","1.5",117,"81",1.2,"D~1.2"
"2.5",39.55,6878.89999999991,"complex","2",238,"81",1.8,"D~1.8"
"4.5",23.68,4230.89999999991,"complex","0.66667",314,"81",1.2,"D~1.2"
"3.5",35.05,4863.5,"complex","2",117,"81",1.6,"D~1.6"
"5.5",10.32,7950.70000000019,"complex","0.5",117,"81",1,"D~1.0"
"4.5",16,4711.39999999991,"complex","1.5",238,"81",1.2,"D~1.2"
"5.5",5.03,6367.29999999981,"complex","1.5",238,"81",1,"D~1.0"
"3.5",28,4760.10000000009,"complex","0.66667",314,"81",1.6,"D~1.6"
"5.5",9,8590.39999999991,"complex","0.5",238,"81",1,"D~1.0"
"5.5",16.67,6375.10000000009,"complex","1",314,"81",1,"D~1.0"
"2.5",41.53,5823.09999999963,"complex","1",117,"81",1.8,"D~1.8"
"3.5",36.77,6310.89999999991,"complex","1.5",117,"81",1.6,"D~1.6"
"4",39.29,6896.70000000019,"complex","0.66667",314,"81",1.4,"D~1.4"
"2.5",57.41,3421.19999999972,"complex","0.5",238,"81",1.8,"D~1.8"
"4",35.85,5791.19999999972,"complex","1.5",314,"81",1.4,"D~1.4"
"5.5",25.13,3311.20000000019,"complex","2",117,"81",1,"D~1.0"
"4.5",24,11822.7000000002,"complex","2",314,"81",1.2,"D~1.2"
"4.5",25,2815.10000000009,"complex","1",117,"81",1.2,"D~1.2"
"4.5",25,2655.69999999972,"complex","1",238,"81",1.2,"D~1.2"
"4",44.71,3751.09999999963,"complex","2",314,"81",1.4,"D~1.4"
"3.5",43.65,4047.09999999963,"complex","1.5",238,"81",1.6,"D~1.6"
"2.5",59.79,2592.59999999963,"complex","2",314,"81",1.8,"D~1.8"
"2.5",70,2383.09999999963,"complex","1",238,"81",1.8,"D~1.8"
"5.5",10.45,4149.60000000009,"complex","0.66667",117,"81",1,"D~1.0"
"5.5",5.42,3431.89999999991,"complex","0.66667",314,"81",1,"D~1.0"
"4",34,6446.40000000037,"complex","0.5",238,"81",1.4,"D~1.4"
"3.5",40.74,3926.89999999991,"complex","0.66667",238,"81",1.6,"D~1.6"
"4",31.35,2783.39999999991,"complex","1.5",238,"81",1.4,"D~1.4"
"4",31.75,3087.19999999972,"complex","2",238,"81",1.4,"D~1.4"
"4.5",39.15,4415,"complex","1.5",314,"81",1.2,"D~1.2"
"3.5",43.92,4119.39999999991,"complex","1",238,"81",1.6,"D~1.6"
"5.5",9.26,3926.79999999981,"complex","2",314,"81",1,"D~1.0"
"4.5",42.2,5206.69999999972,"complex","0.5",117,"81",1.2,"D~1.2"
"4.5",43.39,2639.5,"complex","0.66667",238,"81",1.2,"D~1.2"
"3.5",57.01,2127.10000000009,"complex","0.5",314,"81",1.6,"D~1.6"
"2.5",65.34,2145.59999999963,"complex","0.66667",314,"81",1.8,"D~1.8"
"4",58.33,2634.89999999991,"complex","0.66667",238,"81",1.4,"D~1.4"
"5.5",5.56,3855.39999999991,"complex","2",238,"81",1,"D~1.0"
"4.5",38.23,3231.19999999972,"complex","0.5",314,"81",1.2,"D~1.2"
"4.5",45.77,2078.89999999991,"complex","2",117,"81",1.2,"D~1.2"
"3.5",50,3471.20000000019,"complex","1",314,"81",1.6,"D~1.6"
"4.5",37,5031.19999999972,"complex","1",314,"81",1.2,"D~1.2"
"4.5",47.35,5415.09999999963,"complex","0.66667",117,"81",1.2,"D~1.2"
"4",66.01,2599.10000000009,"complex","0.5",117,"81",1.4,"D~1.4"
"5.5",9.13,4673.39999999991,"complex","1.5",117,"81",1,"D~1.0"
"3.5",19.05,2565.79999999981,"complex","2",238,"81",1.6,"D~1.6"
"3.5",31.22,2247.89999999991,"complex","1.5",314,"81",1.6,"D~1.6"
"4",39.15,2773.29999999981,"complex","1.5",117,"81",1.4,"D~1.4"
"2.5",77.38,2926.89999999991,"complex","0.66667",117,"81",1.8,"D~1.8"
"4.5",55.16,2391.70000000019,"complex","0.5",238,"81",1.2,"D~1.2"
"2.5",91,2631,"complex","0.5",117,"81",1.8,"D~1.8"
"3.5",74.47,4007.60000000009,"complex","0.5",238,"81",1.6,"D~1.6"
"2.5",83.86,2526.70000000019,"complex","1",314,"81",1.8,"D~1.8"
"4",67.33,2088.60000000009,"complex","1",117,"81",1.4,"D~1.4"
"3.5",50.79,2909.29999999981,"complex","2",314,"81",1.6,"D~1.6"
"3.5",70.5,2031.40000000037,"complex","0.5",117,"81",1.6,"D~1.6"
"2.5",78.04,2456.19999999972,"complex","2",117,"81",1.8,"D~1.8"
"5.5",13.36,3173.80000000028,"complex","1.5",314,"81",1,"D~1.0"
"5.5",26.98,2630.89999999991,"complex","0.5",314,"81",1,"D~1.0"
"2.5",81.22,2742.60000000009,"complex","1.5",117,"81",1.8,"D~1.8"
"4.5",19.71,3166.90000000037,"complex","2",238,"81",1.2,"D~1.2"
"5.5",17.33,4534.90000000037,"complex","0.66667",238,"81",1,"D~1.0"
