"beta","response","rt","descriptor","speed","seed","ID","fD_c","fD_f"
"2.5",14.81,10285.6999999881,"complex","1.5",238,"60",1.8,"D~1.8"
"4",5.29,6383,"complex","0.5",314,"60",1.4,"D~1.4"
"3.5",12.43,7344,"complex","0.5",314,"60",1.6,"D~1.6"
"4",6.22,5222.80000001192,"complex","2",238,"60",1.4,"D~1.4"
"2.5",21.03,4887.20000004768,"complex","2",314,"60",1.8,"D~1.8"
"3.5",10,11423.6999999881,"complex","1",117,"60",1.6,"D~1.6"
"2.5",21.3,4118.69999998808,"complex","0.66667",117,"60",1.8,"D~1.8"
"2.5",21.96,5247.19999998808,"complex","1.5",117,"60",1.8,"D~1.8"
"4.5",4.23,3655.5,"complex","2",238,"60",1.2,"D~1.2"
"5.5",8.33,9326.60000002384,"complex","0.5",117,"60",1,"D~1.0"
"3.5",16.4,5527.89999997616,"complex","0.5",117,"60",1.6,"D~1.6"
"4",16.01,5647.09999996424,"complex","1",314,"60",1.4,"D~1.4"
"4",18.65,3535,"complex","1.5",117,"60",1.4,"D~1.4"
"4",14.95,3932.30000001192,"complex","0.66667",117,"60",1.4,"D~1.4"
"4",11.9,4600,"complex","1",117,"60",1.4,"D~1.4"
"4.5",10.45,5446.70000004768,"complex","0.5",238,"60",1.2,"D~1.2"
"5.5",11.38,3902.90000003576,"complex","0.5",314,"60",1,"D~1.0"
"5.5",5.95,5055.70000004768,"complex","1",117,"60",1,"D~1.0"
"4.5",7.67,4631.30000001192,"complex","0.66667",238,"60",1.2,"D~1.2"
"3.5",26.32,3719.10000002384,"complex","0.5",238,"60",1.6,"D~1.6"
"5.5",3.84,7974.89999997616,"complex","1.5",314,"60",1,"D~1.0"
"2.5",26.19,3255.60000002384,"complex","0.5",314,"60",1.8,"D~1.8"
"5.5",8.2,6182.5,"complex","1.5",238,"60",1,"D~1.0"
"2.5",21.56,3703.09999996424,"complex","0.5",238,"60",1.8,"D~1.8"
"2.5",24.07,4767.30000001192,"complex","2",117,"60",1.8,"D~1.8"
"2.5",23.02,4022.89999997616,"complex","1.5",314,"60",1.8,"D~1.8"
"2.5",25.79,2551.30000001192,"complex","2",238,"60",1.8,"D~1.8"
"5.5",8.33,2631.29999995232,"complex","0.5",238,"60",1,"D~1.0"
"4.5",12,3777.10000002384,"complex","1.5",314,"60",1.2,"D~1.2"
"5.5",11.24,3999.20000004768,"complex","1.5",117,"60",1,"D~1.0"
"4",9.66,2869.30000001192,"complex","0.66667",238,"60",1.4,"D~1.4"
"4",14.29,3103.10000002384,"complex","2",314,"60",1.4,"D~1.4"
"5.5",8.07,4471.29999995232,"complex","0.66667",117,"60",1,"D~1.0"
"5.5",7.01,3103.80000001192,"complex","2",117,"60",1,"D~1.0"
"2.5",18.12,3486.19999998808,"complex","1",238,"60",1.8,"D~1.8"
"4.5",10.58,6303.39999997616,"complex","2",314,"60",1.2,"D~1.2"
"5.5",4.37,3478.39999997616,"complex","2",238,"60",1,"D~1.0"
"4.5",12,7599.5,"complex","1.5",238,"60",1.2,"D~1.2"
